PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Bai, HN; Guo, FQ; Zhang, BH; Gai, LT; Guo, RQ",,,,"Bai, Haineng; Guo, Fuqiang; Zhang, Baohua; Gai, Litao; Guo, Renqing",,,One-step synthesis of high pure CdS nanofilms via hydrothermal method,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS,,,,,,,,,,,,"CdS nanofilms were directly synthesized on Al2O3 substrates by one-step hydrothermal method assisted with biomolecule l-cysteine. Amongst, CdCl2 center dot 2.5H(2)O and thiourea served as the source of cadmium and sulfur, respectively. The final products were obtained with hexagonal morphology. In addition, the products were characterized by X-ray diffraction pattern, scanning electron microscopy and high resolution transmission electron microscopy. The results showed that the CdS nanofilms had an excellent crystallinity. To evaluate the optical properties of CdS nanofilms, the photoluminescence spectrometer was exploited. Moreover, a possible formation mechanism of the morphology was discussed. Accordingly, hydrothermal method should be a simple and attractive strategy to improve the optical properties of CdS nanofilms and synthesis CdS nanofilms with controlled morphologies.",,,,,,,,,,,,,,,,,0957-4522,1573-482X,,,,JUN,2018,29,11,,,,,9193,9199,,10.1007/s10854-018-8947-x,,,,,,,,WOS:000432326800037,,,,,
J,"Zhao, S; Yamamoto, K; Iikubo, SS; Hayase, S; Ma, TL",,,,"Zhao, Shuai; Yamamoto, Kumiko; Iikubo, Satoshi; Hayase, Shuzi; Ma, Tingli",,,"First-principles study of electronic and optical properties of lead-free double perovskites Cs2NaBX6 (B = Sb, Bi; X = Cl, Br, I)",JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,,,,,,,,,,,,"Organolead halide perovsklte is regarded as the most promising light-harvesting material for next-generation solar cells; however, the intrinsic instability and toxicity of lead are still of great concern. Bismuth is eco-friendly and has electronic properties similar to those of lead, which has gradually attracted interest for opto-electronic applications. However, the valence state of bismuth is different from that of lead, eliminating the possibility of replacing lead by bismuth in organolead halide perovskites. To address this matter, one feasible strategy is to construct B-site double perovskites by the combination of Bi3+ and B+ in 1:1 ratio. In this work, lead-free halide double perovsldtes of the form Cs2NaBX6 (B = Sb, Bi; X = Cl, Br, I) were investigated by first-principles calculations. The electronic properties, optical absorption coefficients, and thermodynamic stability of these compounds were investigated to ascertain their potential application in solar energy conversion. The results provide theoretical support for the exploration of lead-free perovskite materials in potential optoelectronic applications.",,,,,,,,,,,,,,,,,0022-3697,1879-2553,,,,JUN,2018,117,,,,,,117,121,,10.1016/j.jpcs.2018.02.032,,,,,,,,WOS:000429513400016,,,,,
J,"Li, SQ; Zhang, F; Sun, QJ; Li, ZF; Cui, YX; Ji, T; Qin, W; Zhu, FR; Hao, YY",,,,"Li, Shiqi; Zhang, Fan; Sun, Qinjun; Li, Zhanfeng; Cui, Yanxia; Ji, Ting; Qin, Wei; Zhu, Furong; Hao, Yuying",,,Entire mirror-like perovskite films for high-performance perovskite solar cells: The role of polar anti-solvent sec-pentyl alcohol,ORGANIC ELECTRONICS,,,,,,,,,,,,"High-quality perovskite films are essential for high-performance perovskite solar cells (PSCs). Here we first proposed a polar anti-solvent technology of sec-pentyl alcohol (2-PA) for the fabrication of perovskite films. Our investigations have proven that 2-PA, as a better anti-solvent than conventional those with non-and high-polarity, enables the fabrication of uniform and dense perovskite films with mirror-like surface and film-through large grains. We found that moderate polar solvent more advantageously influences the crystallinity and morphology of perovskite films by extracting thoroughly the residual solvent and promoting a more complete and fast transformation from the lead polyhalide framework to the targeted perovskite film. By our proposed way, the best performing PSCs based on methylammonium lead iodide showed a power conversion efficiency (PCE) of over 17% under AM 1.5G illumination with high reproducibility and no photocurrent hysteresis. Our investigation indicates that sec-pentyl alcohol as anti-solvent could be an universal method for the preparation of hybrid organic-inorganic perovskite film.",,,,"Zhu, Furong/F-4826-2010","Zhu, Furong/0000-0002-6691-1937",,,,,,,,,,,,1566-1199,1878-5530,,,,JUN,2018,57,,,,,,133,139,,10.1016/j.orgel.2018.03.003,,,,,,,,WOS:000429906200020,,,,,
J,"Wu, HR; Su, ZS; Jin, FM; Zhao, HF; Li, WL; Chu, B",,,,"Wu, Hairuo; Su, Zisheng; Jin, Fangming; Zhao, Haifeng; Li, Wenlian; Chu, Bei",,,Improved performance of perovskite photodetectors based on a solution-processed CH3NH3PbI3/SnO2 heterojunction,ORGANIC ELECTRONICS,,,,,,,,,,,,"High-performance perovskite photodetectors are demonstrated based on a CH3NH3PbI3/SnO2 heterojunction on glass substrates. This heterojunction can be fabricated with a facile and low-cost spin-coating method at low temperature. The photoresponse of the photodetectors is dramatically increased with such a heterojunction structure. The optimized device shows a responsivity of 1.65 A/W, which is more than twice to the reference device with a CH3NH3PbI3 layer on bare glass (0.67 A/W). Besides, the device also exhibits a fast response speed with rise and decay times both of about 10 ms. The inserted SnO2 layer not only improves the morphology and crystallinity of the CH3NH3PbI3 films but also increases the dissociation efficiency of the excitons in CH3NH3PbI3 through electron transfers from CH3NH3PbI3 to SnO2, which increases the hole collection efficiency due to the suppressed charge carrier recombination probability of the devices and prolonged lifetime of the holes in CH3NH3PbI3 films.",,,,,"Su, Zisheng/0000-0001-6514-3596",,,,,,,,,,,,1566-1199,1878-5530,,,,JUN,2018,57,,,,,,206,210,,10.1016/j.orgel.2018.03.018,,,,,,,,WOS:000429906200031,,,,,
J,"Zhou, JX; Ren, ZW; Li, SH; Liang, ZC; Surya, C; Shen, H",,,,"Zhou, Jixiang; Ren, Zhiwei; Li, Shenghao; Liang, Zongcun; Surya, Charles; Shen, Hui",,,Semi-transparent Cl-doped perovskite solar cells with graphene electrodes for tandem application,MATERIALS LETTERS,,,,,,,,,,,,"The purpose of this study is to develop semi-transparent perovskite solar cells using graphene electrodes for high-efficiency tandem application. Two layers of graphene was considered optimum for perovskite solar cells, and this was confirmed by evaluating the optical and electrical performance. The tandem cells were further studied by controlling the thickness of perovskite films using different spin speeds, and 3000 rpm was considered the optimum speed. The bandgap of Cl-doped perovskite thin films was 1.59 eV. Measurement of morphology and crystal structure confirmed a good level of crystallinity. This study also examined both the optical and electrical performance of the semi-transparent perovskite solar cells, to optimize the power conversion efficiency (PCE) of the tandem application using silicon solar cells. To the best of our knowledge, the tandem cells demonstrated a total PCE of 18.1%, which is the highest value among those of other cells that have the same structure as that of tandem cells. (C) 2018 Elsevier B.V. All rights reserved.",,,,,"Li, Shenghao/0000-0002-3196-7981",,,,,,,,,,,,0167-577X,1873-4979,,,,1-Jun,2018,220,,,,,,82,85,,10.1016/j.matlet.2018.02.106,,,,,,,,WOS:000428018800022,,,,,
J,"Kim, JE; Jung, YS; Heo, YJ; Hwang, K; Qin, TS; Kim, DY; Vak, D",,,,"Kim, Jueng-Eun; Jung, Yen-Sook; Heo, Youn-Jung; Hwang, Kyeongil; Qin, Tianshi; Kim, Dong-Yu; Vak, Doojin",,,Slot die coated planar perovskite solar cells via blowing and heating assisted one step deposition,SOLAR ENERGY MATERIALS AND SOLAR CELLS,,,,,,,,,,,,"CH3NH3PbI3-based planar perovskite solar cells were fabricated by slot-die coating, a scalable method. Slot-die coating tends to produce perovskite layers with much lower coverage with overgrown crystals than spin coating, which does not include a self-drying mechanism in the process. To mimic the self-drying behavior inherent in spin coating, the present study introduces a blowing step in the slot-die coating method, which significiltly improved coverage of the prepared slot-die coated perovskite films. The slot-die-coated device with blowing showed a moderate power conversion efficiency (PCE) of 8.8%. The morphology of the slot-die-coated perovskite film is further improved by optimizing the deposition temperature. The combination of blowing rand heating during the slot-die-coating step and the introduction of a printing-friendly hole transport layer resulted in a PCE of 12.7% for the devices fabricated in air.",,,,"Vak, Doojin/B-3894-2008","Vak, Doojin/0000-0001-7704-5563",,,,,,,,,,,,0927-0248,1879-3398,,,,1-Jun,2018,179,,,,,,80,86,,10.1016/j.solmat.2018.02.003,,,,,,,,WOS:000428483600011,,,,,
J,"Wali, Q; Iqbal, Y; Pal, B; Lowe, A; Jose, R",,,,"Wali, Qamar; Iqbal, Yaseen; Pal, Bhupender; Lowe, Adrian; Jose, Rajan",,,Tin oxide as an emerging electron transport medium in perovskite solar cells,SOLAR ENERGY MATERIALS AND SOLAR CELLS,,,,,,,,,,,,"Electron transport medium (ETM) is one of the most important components determining the photovoltaic performance of organic-inorganic halide perovskite solar cells (PSCs). Among the metal oxide semiconductors, anatase (TiO2) is the most common material used as ETM in PSCs to facilitate charge collection as well as to support a thin perovskite absorber layer. Production of conductive crystalline TiO2 requires relatively higher temperatures (400-500 degrees C) which limits its application to glass substrates coated with fluorine tin oxide (FTO) as other tin oxides (e.g. indium tin oxide) degrade at temperatures above 300 degrees C. Furthermore, this renders it unsuitable for flexible devices, often based on low-temperature flexible plastic substrates. Pure tin oxide, one of the earliest metal oxide semiconductors, is often used in myriad electronic devices and has shown outstanding characteristics as an ETM in PSC systems. Thus, tin oxide can be considered a viable alternative to TiO2 due to its excellent electron mobility and higher stability than other alternatives such as zinc oxide. This review article gives a brief history of ETMs in PSC systems and reviews recent developments in the use of tin oxide in both Pure and composite form as ETMs. Efficiencies of up to 21% have been reported in tin oxide based PSCs with photovaltages of up to similar to 1214 mV.",,,,"Jose, Rajan/C-9944-2009; Iqbal, Yaseen/G-6438-2012","Jose, Rajan/0000-0003-4540-321X; Iqbal, Yaseen/0000-0002-6577-3632",,,,,,,,,,,,0927-0248,1879-3398,,,,1-Jun,2018,179,,,,,,102,117,,10.1016/j.solmat.2018.02.007,,,,,,,,WOS:000428483600014,,,,,
J,"Iftiquar, SM; Yi, J",,,,"Iftiquar, S. M.; Yi, Junsin",,,Impact of grain boundary defect on performance of perovskite solar cell,MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING,,,,,,,,,,,,"Methyl ammonium lead halide (MAPbI(3)) perovskite is a crystalline material. It shows interesting properties that are suitable for absorber layer of solar cell. An optimized solar cell requires 200-400 nm thick absorber layer. However, the thin absorber layer inevitably contains grain of crystallites and hence grain boundary (GB) defects. The GB defects affect device performance. Therefore, we theoretically investigated the effects of GB defects on performance of solar cells. In this simulation studies, we kept total mid-gap defect density (N-d) as constant at 4x10(17) cm(-3) but varied the GB defect density (GB(dd)) from 3x10(12) cm(-3) to 3x10(22) cm(-3), because of which, the observed short circuit current density (J(sc)) of the cells remain nearly unchanged, but the open circuit voltage (V-oc) and power conversion efficiency (PCE) decreased steadily, while the fill factor (FF) shows a different trend of variation in a region (Region-X, say) where the GB(dd) and the N-d were nearly equal. A further investigation reveals that in the Region-X, a transition happens from defect mediated recombination to GB mediated recombination, where the reverse saturation current density (J(0)) and diode ideality factor (n) of the solar cells, reduce sharply from 3.46x10(-13) A cm(-2) to 2.65x10(-19) A cm(-2) and 1.9 to 1.1, respectively for a cell with 200 nm thick absorber layer. For 400 nm thick absorber layer, reduction of these parameters was 1.96x10(-13) A cm(-2) to 1.20x10(-17) A cm(-2) and 1.8 to 1.2 respectively.",,,,,,,,,,,,,,,,,1369-8001,1873-4081,,,,1-Jun,2018,79,,,,,,46,52,,10.1016/j.mssp.2018.01.022,,,,,,,,WOS:000427538200008,,,,,
J,"Hu, ZJ; Chen, D; Yang, P; Yang, LJ; Qin, LS; Huang, YX; Zhao, XC",,,,"Hu, Zijun; Chen, Da; Yang, Pan; Yang, Lijun; Qin, Laishun; Huang, Yuexiang; Zhao, Xiaochong",,,Sol-gel-processed yttrium-doped NiO as hole transport layer in inverted perovskite solar cells for enhanced performance,APPLIED SURFACE SCIENCE,,,,,,,,,,,,"In this work, high-performance inverted planar perovskite solar cells (PSCs) using sol-gel processed Y-doped NiO thin films as hole transport layer (HTL) were demonstrated. Y-doped NiO thin films containing different Y doping concentrations were successfully prepared through a simple sol-gel process. The Y doping could significantly improve the electrical conductivity of NiO thin film, and the photovoltaic performance of Y-doped NiO HTL-based PSC devices outperformed that of the pristine NiO HTL-based device. Notably, the PSC using a 5%Y-NiO HTL exhibited the champion performance with an open-circuit voltage (V-oc) of 1.00 V, a short circuit current density (J(sc)) of 23.82 mA cm (2), a fill factor (FF) of 68% and a power conversion efficiency (PCE) of 16.31%, resulting in a 27.62% enhancement in PCE in comparison with the NiO device. The enhanced performance of the Y-doped NiO device could be attributed to the improved hole mobility, the high quality compact active layer morphology, the more efficient charge extraction from perovskite absorber as well as the lower recombination probability of charge carriers. Thus, this work provides a simple and effective approach to improve the electrical conductivity of p-type NiO thin films for use as a promising HTL in high performance PSCs. (C) 2018 Elsevier B.V. All rights reserved.",,,,"yang, lijun/E-6648-2012; Chen, Da/E-7106-2011","yang, lijun/0000-0003-2914-2654; Yang, Pan/0000-0002-3272-4164",,,,,,,,,,,,0169-4332,1873-5584,,,,31-May,2018,441,,,,,,258,264,,10.1016/j.apsusc.2018.01.236,,,,,,,,WOS:000427816400031,,,,,
J,"Hu, HL; Zhu, JG; Chen, MS; Guo, TL; Li, FS",,,,"Hu, Hailong; Zhu, Jingguang; Chen, Maosheng; Guo, Tailiang; Li, Fushan",,,Inkjet-printed p-type nickel oxide thin-film transistor,APPLIED SURFACE SCIENCE,,,,,,,,,,,,"High-performance inkjet-printed nickel oxide thin-film transistors (TFTs) with Al2O3 high-k dielectric have been fabricated using a sol-gel precursor ink. The ""coffee ring"" effect during the printing process was facilely restrained by modifying the viscosity of the ink to control the outward capillary flow. The impacts on the device performance was studied in detail in consideration of annealing temperature of the nickel oxide film and the properties of dielectric layer. The optimized switching ability of the device were achieved at an annealing temperature of 280 degrees C on a 50-nm-thick Al2O3 dielectric layer, with a hole mobility of 0.78 cm(2)/V.s, threshold voltage of -0.6 V and on/off current ratio of 5.3 x 10(4). The as-printed p-type oxide TFTs show potential application in low-cost, large-area complementary electronic devices. (C) 2018 Elsevier B.V. All rights reserved.",,,,,"Hu, Hailong/0000-0001-5299-2812",,,,,,,,,,,,0169-4332,1873-5584,,,,31-May,2018,441,,,,,,295,302,,10.1016/j.apsusc.2018.02.049,,,,,,,,WOS:000427816400036,,,,,
