PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Jokar, E; Chien, CH; Fathi, A; Rameez, M; Chang, YH; Diau, EWG",,,,"Jokar, Efat; Chien, Cheng-Hsun; Fathi, Amir; Rameez, Mohammad; Chang, Yu-Hao; Diau, Eric Wei-Guang",,,Slow surface passivation and crystal relaxation with additives to improve device performance and durability for tin-based perovskite solar cells,ENERGY & ENVIRONMENTAL SCIENCE,,,,,,,,,,,,"We investigated the doping effect of bulky organic cations with ethylenediammonium diiodide (EDAI(2)) and butylammonium iodide (BAI) as additives to passivate surface defects, to control the film morphology and to improve the crystallinity for inverted planar FASnI(3) perovskite solar cells. The addition of BAI altered significantly the orientation of crystal growth and improved the connectivity of the crystal grains, but the existence of pinholes in the surface of the pristine FASnI(3) films was unavoidable; this effect impeded further improvement of the device performance (PCE 5.5%), which is nevertheless superior to that of a pristine FASnI(3) film (PCE 4.0%). The addition of EDAI(2) had the effect of curing the pinhole problem, passivating the surface defect states, preventing Sn2+/Sn4+ oxidation and inducing slow relaxation of the crystal structure. In the presence of the EDAI(2) additive (1%), the FASnI(3) device attained the best initial efficiency, 7.4%, and the device performance continuously increased as a function of duration of storage; the maximum PCE, 8.9%, was obtained for a device stored in a glove box for over 1400 h with only slight degradation for storage beyond 2000 h. The observed slow passivation of surface defects and relaxation of crystal strain were verified with X-ray diffraction, X-ray photoelectron spectroscopy and photoluminescence decay techniques.",,,,"Fathi, Amir/D-9222-2014","Fathi, Amir/0000-0002-2528-8405",,,,,,,,,,,,1754-5692,1754-5706,,,,1-Sep,2018,11,9,,,,,2353,2362,,10.1039/c8ee00956b,,,,,,,,WOS:000445215400005,,,,,
J,"Weber, SAL; Hermes, IM; Turren-Cruz, SH; Gort, C; Bergmann, VW; Gilson, L; Hagfeldt, A; Graetzel, M; Tress, W; Berger, R",,,,"Weber, Stefan A. L.; Hermes, Ilka M.; Turren-Cruz, Silver-Hamill; Gort, Christopher; Bergmann, Victor W.; Gilson, Laurent; Hagfeldt, Anders; Graetzel, Michael; Tress, Wolfgang; Berger, Ruediger",,,How the formation of interfacial charge causes hysteresis in perovskite solar cells,ENERGY & ENVIRONMENTAL SCIENCE,,,,,,,,,,,,"In this study, we discuss the underlying mechanism of the current-voltage hysteresis in a hybrid lead-halide perovskite solar cell. We have developed a method based on Kelvin probe force microscopy that enables mapping charge redistribution in an operating device upon a voltage- or light pulse with sub-millisecond resolution. We observed the formation of a localized interfacial charge at the anode interface, which screened most of the electric field in the cell. The formation of this charge happened within 10 ms after applying a forward voltage to the device. After switching off the forward voltage, however, these interfacial charges were stable for over 500 ms and created a reverse electric field in the cell. This reverse electric field directly explains higher photocurrents during reverse bias scans by electric field-assisted charge carrier extraction. Although we found evidence for the presence of mobile ions in the perovskite layer during the voltage pulse, the corresponding ionic field contributed only less than 10% to the screening. Our observation of a time-dependent ion concentration in the perovskite layer suggests that iodide ions adsorbed and became neutralized at the hole-selective spiro-OMeTAD electrode. We thereby show that instead of the slow migration of mobile ions, the formation and the release of interfacial charges is the dominating factor for current-voltage hysteresis.",,,,"Berger, Rudiger/A-5210-2009; Tress, Wolfgang/B-7171-2017; Weber, Stefan A.L./F-1508-2013; Turren-Cruz, Silver-Hamill/U-1495-2019","Tress, Wolfgang/0000-0002-4010-239X; Weber, Stefan A.L./0000-0003-3052-326X; Turren-Cruz, Silver-Hamill/0000-0003-3191-6188; Hermes, Ilka/0000-0001-5659-1290",,,,,,,,,,,,1754-5692,1754-5706,,,,1-Sep,2018,11,9,,,,,2404,2413,,10.1039/c8ee01447g,,,,,,,,WOS:000445215400032,,,,,
J,"Kim, M; Motti, SG; Sorrentino, R; Petrozza, A",,,,"Kim, Min; Motti, Silvia G.; Sorrentino, Roberto; Petrozza, Annamaria",,,Enhanced solar cell stability by hygroscopic polymer passivation of metal halide perovskite thin film,ENERGY & ENVIRONMENTAL SCIENCE,,,,,,,,,,,,"Long-term device stability is one of the most critical issues that impede perovskite solar cell commercialization. Here we show that a thin layer of a functional hygroscopic polymer, poly(ethylene oxide), PEO, on top of the perovskite thin film, can make perovskite-based solar cells highly stable during operation and in a humid atmosphere. We prove that PEO chemically interacts with lead ions on the perovskite surface, and thus passivates undercoordinated defect sites. Importantly, defect healing by PEO not only results in an improvement of the photo-voltage but also makes the perovskite thin film stable. We demonstrate that the hygroscopic PEO thin film can prevent water inclusion into the perovskite film by screening water molecules, thus having a multi-functional role. Overall, such interface engineering leads to highly durable perovskite solar cells, which, in the presence of PEO passivation, retained more than 95% of their initial power conversion efficiency over 15 h illumination, under load, in ambient atmosphere without encapsulation. Our findings experimentally reveal the role of interface engineering in mastering the instability of perovskite materials and propose a general approach for improving the reliability of perovskite-based optoelectronic devices.",,,,,,,,,,,,,,,,,1754-5692,1754-5706,,,,1-Sep,2018,11,9,,,,,2609,2619,,10.1039/c8ee01101j,,,,,,,,WOS:000445215400027,,,,,
J,"Imran, H; Durrani, I; Kamran, M; Abdolkader, TM; Faryad, M; Butt, NZ",,,,"Imran, Hassan; Durrani, Imranzeb; Kamran, Muhammad; Abdolkader, Tarek Mohammed; Faryad, Muhammad; Butt, Nauman Zafar",,,High-Performance Bifacial Perovskite/Silicon Double-Tandem Solar Cell,IEEE JOURNAL OF PHOTOVOLTAICS,,,,,,,,,,,,"Bifacial technology aims to boost power conversion efficiency of solar cells by effectively harvesting the albedo sunlight reflected from the earth, which is typically uncollected in conventional solar cells. We propose an innovative three-terminal (3-T), four-junction perovskite/silicon bifacial tandem solar cell that leverages albedo to surpass the theoretical limits of the traditional monofacial tandem structures. The cell stacks two identical series-connected double-junction perovskite/silicon tandem cells with a common (middle) terminal such that the bottom tandem cell is integrated upside down to effectively harvest albedo. The albedo absorption in the bottom tandem cell linearly enhances the short-circuit current of the double-tandem structure; hence, it overcomes the classical current-matching limit in series-connected tandem solar cells. We use self-consistent optical/device simulations to investigate the design optimizations of the cell and compare its performance with a conventional tandem structure. With an optimal design, the cell exhibits a remarkable efficiency of 30%-36% (bifacial gain of 10%-30%) for the albedo range of 15%-45%. The 3-T cell design works optimally for any range of albedo that is in contrast with 2-T series-connected cell for which the optimal top cell thickness changes with the value of albedo. Moreover, the proposed cell is relatively less sensitive to the process variations in the perovskite layer thickness. With its remarkable efficiency, which increases linearly with albedo, the proposed cell can be highly attractive for emerging high-efficiency photovoltaic applications.",,,,,,,,,,,,,,,,,2156-3381,,,,,SEP,2018,8,5,,,,,1222,1229,,10.1109/JPHOTOV.2018.2846519,,,,,,,,WOS:000442366400009,,,,,
J,"Feng, KJ; Liu, YT; Zhang, YC; Liu, YJ; Mo, XL",,,,"Feng, Kejie; Liu, Yitong; Zhang, Yuancheng; Liu, Yujie; Mo, Xiaoliang",,,Preparation of CH3NH3PbI3 thin films for solar cells via Vapor Transfer Method,JOURNAL OF ENERGY CHEMISTRY,,,,,,,,,,,,"Organometal halide perovskite based solar cells have emerged as one of the most promising candidates for low-cost and high-efficiency solar cell technologies. Here a Vapor Transfer Method (VTM) is used to fabricate high quality perovskite thin films in a balanced vacuum capsule. By adjusting the reaction temperature, CH3NH3I saturated vapor which then reacts with PbI2 films can be controlled and the formation process of CH3NH3PbI3 perovskite films can be further influenced. Prepared perovskite films which exhibit pure phase, smooth surface and high crystallinity are assembled into planar heterojunction inverted solar cells. The whole fabrication process of solar cell devices is organic solution free. Finally, the champion cell achieved power conversion efficiency (PCE) of 13.08% with negligible current-voltage hysteresis under fully open-air conditions. The photovoltaic performance could be further enhanced by optimizing perovskite composition and the device structure. (C) 2018 Science Press and Dalian Institute of Chemical Physics, Chinese Academy of Sciences. Published by Elsevier B.V. and Science Press. All rights reserved.",,,,,,,,,,,,,,,,,2095-4956,,,,,SEP,2018,27,5,,,,,1386,1389,,10.1016/j.jechem.2018.01.007,,,,,,,,WOS:000443315400012,,,,,
J,"Liu, XP; Kong, FT; Chen, WC; Yu, T; Huang, Y; Hayat, T; Alsaedi, A; Wang, HX; Chen, J; Dai, SY",,,,"Liu, Xuepeng; Kong, Fantai; Chen, Wangchao; Yu, Ting; Huang, Yin; Hayat, Tasawar; Alsaedi, Ahmed; Wang, Hongxia; Chen, Jian; Dai, Songyuan",,,Improving the performance of arylamine-based hole transporting materials in perovskite solar cells: Extending pi-conjugation length or increasing the number of side groups?,JOURNAL OF ENERGY CHEMISTRY,,,,,,,,,,,,"In this work, we prepared three simple arylamine-based hole transporting materials from commercially available starting materials. The effect of extending pi-conjugation length or increasing the number of side groups compared with reference compound on the photophysical, electrochemical, hole mobility properties and performance in perovskite solar cells were further studied. It is noted that these two kinds of molecular modifications can significantly lower the HOMO level and improve the hole mobility, thus improving the hole injection from valence band of perovskite. On the other hand, the compound with more side groups showed higher hole injection efficiency due to lower HOMO level and higher hole mobility compared with the compound with extending pi-conjugation length. The perovskite solar cells with the modified molecules as hole transporting materials showed a higher efficiency of 15.40% and 16.95%, respectively, which is better than that of the reference compound (13.18%). Moreover, the compound with increasing number of side groups based devices showed comparable photovoltaic performance with that of conventional spiro-OMeTAD (16.87%). (C) 2017 Science Press and Dalian Institute of Chemical Physics, Chinese Academy of Sciences. Published by Elsevier B.V. and Science Press. All rights reserved.",,,,,,,,,,,,,,,,,2095-4956,,,,,SEP,2018,27,5,,,,,1409,1414,,10.1016/j.jechem.2017.09.019,,,,,,,,WOS:000443315400016,,,,,
J,"Zheng, EQ; Wang, YQ; Song, JX; Wang, XF; Tian, WJ; Chen, G; Miyasaka, T",,,,"Zheng, Enqiang; Wang, Yaqin; Song, Jiaxing; Wang, Xiao-Feng; Tian, Wenjing; Chen, Gang; Miyasaka, Tsutomu",,,ZnO/ZnS core-shell composites for low-temperature-processed perovskite solar cells,JOURNAL OF ENERGY CHEMISTRY,,,,,,,,,,,,"Electron transport layers (ETLs) in perovskite solar cells (PSCs) are a key factor to determine the photovoltaic performance. Herein, we demonstrate preparation of ZnO/ZnS core-shell composites through directly synthesizing ZnS on the ZnO nanoparticles in solution. We confirmed the formation of ZnO/ZnS core-shell composites by the uses of X-ray diffraction patterns and the Fourier transform infrared spectroscopy. ZnO/ZnS composites exhibit much homogeneous surface morphology as compared with the bare ZnO as revealed in the scanning electronic microscopy. Moreover, the upper shift of conduction band level upon composition of the ZnO/ZnS film results in a better alignment of energy level, which facilitates cascade charge extraction and thus improves the current density of perovskite solar cell. The shift of conduction band also improves the voltage of the PSCs. The photoluminescence (PL) spectroscopies measured in both steady and transient states were carried out to characterize the charge extraction at the interface between CH3 NH3 PbI3 and the electron transport layers of either ZnO or ZnO/ZnS composite. The ZnO/ZnS composite can more efficiently quench the PL signal of perovskite absorber than bare ZnO resulting in enhanced photocurrent generation in PSCs. (c) 2017 Science Press and Dalian Institute of Chemical Physics, Chinese Academy of Sciences. Published by Elsevier B.V. and Science Press. All rights reserved.",,,,,"Miyasaka, Tsutomu/0000-0001-8535-7911",,,,,,,,,,,,2095-4956,,,,,SEP,2018,27,5,,,,,1461,1467,,10.1016/j.jechem.2017.09.026,,,,,,,,WOS:000443315400022,,,,,
J,"Meng, GH; Shi, YT; Wang, XY; Wang, W; Wang, SF; Ji, M; Hao, C",,,,"Meng, Guanghao; Shi, Yantao; Wang, Xiangyuan; Wang, Wei; Wang, Shufeng; Ji, Min; Hao, Ce",,,New insight into the ultra-long lifetime of excitons in organic-inorganic perovskite: Reverse intersystem crossing,JOURNAL OF ENERGY CHEMISTRY,,,,,,,,,,,,"Recently, an effective exciton diffusion length L exceeding 100 mu m has been reported for organic-inorganic halide perovskites owing to both the high mobility and ultra-long lifetime of the excitons; however, the origin of ultra-long L is still unclear in nature. In some photoelectric materials, reverse intersystem crossing (RISC) from the triplet to the singlet state can enhance the quantum yield of photoluminescence greatly. In this study, our theoretical investigation indicated that the energy difference Delta E-st between the singlet state and the triplet state of CH3 NH3 PbI3 was less than 0.1 eV, which represents one crucial prerequisite for the occurrence of RISC. Meanwhile, the experimental results showed that the photoluminescence lifetime increased with the increasing temperature, a typical feature of RISC. Based on this study, we put forward the hypothesis that the ultra-long lifetime of excitons in organic-inorganic halide perovskite might be caused by the RISC process. This may provide a new insight into the important photophysical properties of such novel photovoltaic materials. (c) 2017 Science Press and Dalian Institute of Chemical Physics, Chinese Academy of Sciences. Published by Elsevier B.V. and Science Press. All rights reserved.",,,,"Wang, Shufeng/W-4387-2017","Wang, Shufeng/0000-0003-3536-8000",,,,,,,,,,,,2095-4956,,,,,SEP,2018,27,5,,,,,1496,1500,,10.1016/j.jechem.2017.10.018,,,,,,,,WOS:000443315400026,,,,,
J,"Gao, Z; Zheng, YF; Wang, ZJ; Yu, JS",,,,"Gao, Zhan; Zheng, Yifan; Wang, Zijun; Yu, Junsheng",,,Improving the stability and efficiency of perovskite light-emitting diodes via an insulating layer of polyethylenimine ethoxylated,JOURNAL OF LUMINESCENCE,,,,,,,,,,,,"The highly stable and efficient perovskite light-emitting diodes (PeLEDs) via applying an insulating layer of polyethylenimine ethoxylated (PEIE) are fabricated. The PeLED consisted of an ultrathin PEIE layer exhibits 90.6% of initial maximum luminance after 2 h and can still emit light after 8 days. Meanwhile, by realizing the morphology improvement of MAPbBr(3) and more balanced charge injection of perovskite film, a high efficiency PeLEDs with a maximum luminance of 914.5 cd/m(2) and a maximum current efficiency of 0.28 cd/A at a bias of 8.1 V are achieved. This work not only proposes a concise and effective approach for the significant improvement of PeLEDs stability, but also opens a high potential route for the practical application of high efficiency PeLEDs.",,,,"Gao, Zhan/J-9980-2017",,,,,,,,,,,,,0022-2313,1872-7883,,,,SEP,2018,201,,,,,,359,363,,10.1016/j.jlumin.2018.05.019,,,,,,,,WOS:000433882000050,,,,,
J,"Jiang, XS; Zheng, SK; Shi, YH; Sun, ZQ; Zhao, YX",,,,"Jiang, Xishun; Zheng, Shaokang; Shi, Yonghua; Sun, Zhaoqi; Zhao, Yuxia",,,Structural and optical property studies of TiO2 nanotube arrays prepared by anodic oxidation,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS,,,,,,,,,,,,"TiO2 nanotube arrays (NTs) have been prepared by anodic oxidation and the oxidation voltages are 20, 30, 40 and 50 V, respectively. Microstructure, chemical composition and optical property of the TiO2 NTs were investigated. XRD and Raman spectra analysis show that the good crystal performance of TiO2 NTs obtained at the above voltages. The obtained samples are mainly composed of morphology nanotube arrays and TiO2 NTs are emerged at lower oxidation voltages. The Ti and O surface atom ratio for the sample prepared at 30 V is estimated about 1:2.14. UV-Visible absorption spectra analyses indicate that absorption edge appears slight blue shift phenomenon when the oxidation voltage rises and the absorption intensity decreases at the same time. The calculated optical band gaps for all samples are close to the standard value 3.2 eV of TiO2.",,,,,,,,,,,,,,,,,0957-4522,1573-482X,,,,SEP,2018,29,17,,,,,14852,14857,,10.1007/s10854-018-9622-y,,,,,,,,WOS:000441296500054,,,,,
