PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Liu, XT; Wu, ZH; Zhang, YQ; Tsamis, C",,,,"Liu, Xiaotao; Wu, Zhenhua; Zhang, Yiqiang; Tsamis, Christos",,,Low temperature Zn-doped TiO2 as electron transport layer for 19% efficient planar perovskite solar cells,APPLIED SURFACE SCIENCE,,,,,,,,,,,,"The properties of the perovskite solar cells (PSCs) are highly correlated with Fermi level, trap-state density and conductivity of inorganic electron transport layer. Metal elemental doping is an effective solution to largely improve the property of oxide semiconductor thin film. In this study, zinc dopant is successfully inserted into TiO2 crystal lattice using low-temperature solution-processed route. We find that Zn-doped TiO2 films possess less trap-state density and better conductivity, compared to undoped thin films, which contributes to the promotion of short circuit current. Ultraviolet photoelectron spectroscopy displays inserting Zn2+ into TiO2 compact layer can lift up TiO2's Fermi level, which reasonably improved the carrier dissociation and transportation. Consequently, CH3NH3PbI3 PSCs based on 4.5% Zn-doped TiO2 has obtained 17.6% power conversion efficiency (PCE), which is nearly 27.5% higher than control device (13.8%). In addition, triple-cation mixed-halide PSCs based on 4.5% Zn-doped TiO2 has obtained a PCE of 19.04%, which is almost 13.7% higher than PCE of the device with undoped sample 16.75%. These findings offer a potential low-temperature doping method in TiO2 ETL for flexible high-performance PSCs.",,,,"Zhang, Yiqiang/E-2349-2016; Tsamis, Christos/D-2589-2013","Zhang, Yiqiang/0000-0002-2437-925X; Tsamis, Christos/0000-0003-0549-2780",,,,,,,,,,,,0169-4332,1873-5584,,,,31-Mar,2019,471,,,,,,28,35,,10.1016/j.apsusc.2018.11.237,,,,,,,,WOS:000455471100005,,,,,
J,"Fernandez-Delgado, N; Herrera, M; Delgado, FJ; Tavabi, AH; Luysberg, M; Dunin-Borkowski, RE; Juarez-Perez, EJ; Hames, BC; Mora-Sero, I; Suarez, I; Martinez-Pastor, JP; Molina, SI",,,,"Fernandez-Delgado, N.; Herrera, M.; Delgado, F. J.; Tavabi, A. H.; Luysberg, M.; Dunin-Borkowski, R. E.; Juarez-Perez, E. J.; Clasen Hames, B.; Mora-Sero, I.; Suarez, I.; Martinez-Pastor, J. P.; Molina, S. I.",,,Structural characterization of bulk and nanoparticle lead halide perovskite thin films by (S)TEM techniques,NANOTECHNOLOGY,,,,,,,,,,,,"Lead halide (APbX(3)) perovskites, in polycrystalline thin films but also perovskite nanoparticles (NPs) has demonstrated excellent performance to implement a new generation of photovoltaic and photonic devices. The structural characterization of APbX(3) thin films using (scanning) transmission electron microscopy ((S)TEM) techniques can provide valuable information that can be used to understand and model their optoelectronic performance and device properties. However, since APbX(3) perovskites are soft materials, their characterization using (S)TEM is challenging. Here, we study and compare the structural properties of two different metal halide APbX(3) perovskite thin films: bulk CH3NH3PbI3 prepared by spin-coating of the precursors in solution and CsPbBr3 colloidal NPs synthetized and deposited by doctor blading. Both specimen preparation methods and working conditions for analysis by (S)TEM are properly optimized. We show that CH3NH3PbI3 thin films grown by a one-step method are composed of independent grains with random orientations. The growth method results in the formation of tetragonal perovskite thin films with good adherence to an underlying TiO2 layer, which is characterized by a photoluminescence (PL) emission band centered at 775 nm. The perovskite thin films based on CsPbBr3 colloidal NPs, which are used as the building blocks of the film, are preserved by the deposition process, even if small gaps are observed between adjacent NPs. The crystal structure of CsPbBr3 NPs is cubic, which is beneficial for optical properties due to its optimal band gap. The absorption and PL spectra measured in both the thin film and the colloidal solution of CsPbBr3 NPs are very similar, indicating a good homogeneity of the thin films and the absence of aggregation of NPs. However, a particular care was required to avoid long electron irradiation times during our structural studies, even at a low voltage of 80 kV, as the material was observed to decompose through Pb segregation.",,,,"Luysberg, Martina/B-6448-2014; Martinez-Pastor, Juan P./K-9885-2014; Dunin-Borkowski, Rafal/M-5290-2019; Dunin-Borkowski, Rafal/G-5597-2012; Sero, Ivan Mora/E-4781-2014; Suarez, Isaac/K-1880-2015; Molina, Sergio/A-8241-2008; Juarez-Perez, Emilio Jose/B-5365-2008","Luysberg, Martina/0000-0002-5613-7570; Martinez-Pastor, Juan P./0000-0003-3683-0578; Dunin-Borkowski, Rafal/0000-0001-8082-0647; Dunin-Borkowski, Rafal/0000-0001-8082-0647; Sero, Ivan Mora/0000-0003-2508-0994; Suarez, Isaac/0000-0002-2773-8801; Molina, Sergio/0000-0002-5221-2852; Herrera Collado, Miriam/0000-0002-2325-5941; Juarez-Perez, Emilio Jose/0000-0001-6040-1920; Fernandez Delgado, Natalia/0000-0002-6295-2475",,,,,,,,,,,,0957-4484,1361-6528,,,,29-Mar,2019,30,13,,,,,,,135701,10.1088/1361-6528/aafc85,,,,,,,,WOS:000457725500001,30620928,,,,
J,"Wang, XD; Miao, NH; Liao, JF; Li, WQ; Xie, Y; Chen, J; Sun, ZM; Chen, HY; Kuang, DB",,,,"Wang, Xu-Dong; Miao, Nai-Hua; Liao, Jin-Feng; Li, Wen-Qian; Xie, Yao; Chen, Jian; Sun, Zhi-Mei; Chen, Hong-Yan; Kuang, Dai-Bin",,,The top-down synthesis of single-layered Cs4CuSb2Cl12 halide perovskite nanocrystals for photoelectrochemical application,NANOSCALE,,,,,,,,,,,,"The development of an all-inorganic lead-free perovskite nanocrystal is of crucial importance to solve the instability and lead toxicity of organic-inorganic lead hybrid perovskites. Herein, single-layered Cs4CuSb2Cl12 nanocrystals (NCs) with a narrow band gap of 1.6 eV were prepared for the first time via an ultrasonic exfoliation technique. This powerful top-down method was further generalized to synthesize a class of lead-free perovskite (Cs3Bi2X9 and Cs3Sb2X9) NCs. The experimental and theoretical studies revealed that not only inter-layer van der Waals forces but also in-plane chemical bonds played a critical role in the exfoliation process. Specifically, smaller uniform-sized NCs were observed for Cs4CuSb2Cl12 (approximate to 3 nm) as compared to those for Cs3Sb2Cl9 (approximate to 20 nm) although both Cs4CuSb2Cl12 and Cs3Sb2Cl9 exhibited a similar exfoliation energy (approximate to 0.310 J m(-2)). This can be ascribed to the weaker in-plane chemical bonds of Cu-Cl (2.808 angstrom) and Sb-Cl (2.924 angstrom) in Cs4CuSb2Cl12 than the uniform Cl-Sb bond (2.69 angstrom) in Cs3Sb2Cl9 that allow for an easier exfoliation process. In addition, exfoliation of the Cs4CuSb2Cl12 microcrystal into NCs results in an indirect-to-direct bandgap transition and a reduced electron effective mass, which provides a rapid and steady photoelectrochemical response, demonstrating that Cs4CuSb2Cl12 NCs are a promising candidate for optoelectronic applications.",,,,"Kuang, Dai-Bin/G-3444-2012; Miao, Naihua/J-2852-2013","Kuang, Dai-Bin/0000-0001-6773-2319; Miao, Naihua/0000-0002-5383-9008",,,,,,,,,,,,2040-3364,2040-3372,,,,28-Mar,2019,11,12,,,,,5180,5187,,10.1039/c9nr00375d,,,,,,,,WOS:000465361800005,30843576,,,,
J,"Chandrasekar, PV; Yang, SY; Hu, JM; Sulaman, M; Shi, YS; Saleem, MI; Tang, Y; Jiang, YR; Zou, BS",,,,"Chandrasekar, Perumal Veeramalai; Yang, Shengyi; Hu, Jinming; Sulaman, Muhammad; Shi, Yuansheng; Saleem, Muhammad Imran; Tang, Yi; Jiang, Yurong; Zou, Bingsuo",,,"Solution-phase, template-free synthesis of PbI2 and MAPbI(3) nano/microtubes for high-sensitivity photodetectors",NANOSCALE,,,,,,,,,,,,"Organic-inorganic hybrid perovskite materials with exotic semiconducting properties have become inevitable candidates for next-generation electronic devices. Very recently, a low dimensional nanostructure of the perovskite materials has attracted the scientific community due to its enhanced performance in optoelectronics as compared to its bulk counterparts. Herein, a facile method was developed for the scalable, room-temperature synthesis of CH3NH3PbI3 (MAPbI(3)) nano/microtubes by direct conversion of lead iodide (PbI2) microtubes through a solution-phase method. At first, the PbI2 microtubes were synthesized by the anti-solvent crystallization process and subsequently converted to CH3NH3PbI3 nano/microtubes by the addition of CH3NH3I (MAI) precursor directly in the solution phase. The corresponding photodetectors (PDs) in the lateral metal-semiconductor-metal (MSM) configuration of the PbI2 microtubes and MAPbI(3) nano/microtubes on glass substrates were investigated systematically. Compared to the PbI2 based PDs (557 mA W-1, 3.65 x 10(12) Jones, 0.251 s/0.252 s), the MAPbI(3) based PDs exhibit higher photoresponsivity, specific detectivity, and faster response time (25 A W-1, 9.9 x 10(13) Jones, 49 ms/20 ms) under irradiation with 4.6 W cm(-2) intensity light of the 532 nm laser at a bias of 5 V. The proposed method is a low-temperature process, easy to apply in large scale synthesis, and finds potential applications in optoelectronic devices.",,,,"perumalveeramalai, chandrasekar/A-7527-2019","perumalveeramalai, chandrasekar/0000-0003-1166-6695; Yang, Shengyi/0000-0001-5038-491X",,,,,,,,,,,,2040-3364,2040-3372,,,,28-Mar,2019,11,12,,,,,5188,5196,,10.1039/c9nr00452a,,,,,,,,WOS:000465361800006,30855064,,,,
J,"Li, ML; Wu, YZ; Zhang, L; Wo, HL; Huang, SY; Li, W; Zeng, XY; Ye, QK; Xu, TB; Luo, JK; Dong, SR; Li, YB; Jin, H; Wang, XZ",,,,"Li, Menglu; Wu, Yongzhi; Zhang, Liang; Wo, Hualei; Huang, Shuyi; Li, Wei; Zeng, Xiangyu; Ye, Qikai; Xu, Tianbai; Luo, Jikui; Dong, Shurong; Li, Yubo; Jin, Hao; Wang, Xiaozhi",,,Liquid metal-based electrical interconnects and interfaces with excellent stability and reliability for flexible electronics,NANOSCALE,,,,,,,,,,,,"Stable and reliable electrical properties of interconnects and interfaces between flexible/stretchable and rigid materials/components are essential for the practical applications of flexible electronic devices and systems; traditional metal thin films and hard solder interconnects and interfaces can no longer meet these requirements. As an emerging soft conductive material, liquid metal has the advantages of high stretchability, flexibility, etc. over other soldering materials, and it has been used in interconnects and interfaces for some flexible electronics. In this study, we report a detailed investigation on the reliability and stability of liquid metal-based interconnects/interfaces under various mechanical deformations, including extension, bending, torsion, high frequency vibration and high temperature operation; we also compared the results with those of interconnects and interfaces using silver paste, the most commonly used solder for flexible electronics. The results show that liquid metal interconnects and interfaces maintain high conductivity under severe elongation up to 95% and 130%, upon bending with a curvature radius as low as approximate to 1.5 mm, and upon twisting up to 360 degrees; meanwhile, interconnects and interfaces with silver paste filler lose electrical conductivity at elongations of 0.6% and 60%, respectively. Liquid metal interconnects and interfaces show superior performance to silver paste interconnects and interfaces because liquid metal can be re-shaped to make good contact with objects, while the silver paste becomes solid and rigid once dried and thus loses contact with other objects under deformation.",,,,,,,,,,,,,,,,,2040-3364,2040-3372,,,,28-Mar,2019,11,12,,,,,5441,5449,,10.1039/c8nr09503e,,,,,,,,WOS:000465361800032,30855048,,,,
J,"Duan, XP; Huang, ZQ; Liu, C; Yang, J; Tan, LC; Chen, YW",,,,"Duan, Xiaopeng; Huang, Zengqi; Liu, Cong; Yang, Jia; Tan, Licheng; Chen, Yiwang",,,A bendable nickel oxide interfacial layer via polydopamine crosslinking for flexible perovskite solar cells,CHEMICAL COMMUNICATIONS,,,,,,,,,,,,"Bendable nickel oxide (NiOx) was first fabricated via polydopamine (PDA) modification and applied as an interfacial layer in flexible perovskite solar cells. PDA cross-linked NiOx could release mechanical stress to eliminate the inherent brittleness of inorganic crystals, leading to a flexible device exhibit over 70% retention of efficiency after 1000 bending cycles.",,,,"Chen, Yiwang/F-2274-2017","Chen, Yiwang/0000-0003-4709-7623",,,,,,,,,,,,1359-7345,1364-548X,,,,28-Mar,2019,55,25,,,,,3666,3669,,10.1039/c9cc00479c,,,,,,,,WOS:000463755900020,30855051,,,,
J,"Lee, CC; Chen, CI; Fang, CT; Huang, PY; Wu, YT; Chueh, CC",,,,"Lee, Chia-Chen; Chen, Chih-, I; Fang, Chia-Te; Huang, Pei-Yu; Wu, Yao-Ting; Chueh, Chu-Chen",,,Improving Performance of Perovskite Solar Cells Using [7]Helicenes with Stable Partial Biradical Characters as the Hole-Extraction Layers,ADVANCED FUNCTIONAL MATERIALS,,,,,,,,,,,,"Organic-inorganic hybrid perovskites have realized a high power conversion efficiency (PCE) in both n-i-p and p-i-n device configurations. However, since the p-i-n structure exempts the sophisticated processing of charge-transporting layers, it seems to possess better potential for practical applications than the n-i-p one. Currently, the inorganic NiOx is the most prevailing hole-transporting layer (HTL) used in p-i-n perovskite solar cells. Nevertheless, defects might exist on its surface to influence the charge transfer/extraction across the interface with perovskite and to affect the quality of the perovskite film grown on it. Herein, two novel [7]helicenes with stable open-shell singlet biradical ground states at room temperature are demonstrated as an effective surface modifier of the NiOx HTL. Their nonpolar feature effectively promotes the crystallinity of the perovskite film grown on them; meanwhile, their unique partial biradical character seems to provide a certain degree of defect passivation function at the perovskite interface to facilitate interfacial charge transfer/extraction. As a result, both 1ab- and 1bb-modifed devices yield a PCE of >18%, exceeding the value (15.6%) of the control device using a sole NiOx HTL, and the maximum PCE can reach 19%. Detailed characterizations are carefully conducted to understand the underlying reasons behind such enhancement.",,,,,,,,,,,,,,,,,1616-301X,1616-3028,,,,28-Mar,2019,29,13,,,,,,,1808625,10.1002/adfm.201808625,,,,,,,,WOS:000463732400016,,,,,
J,"Zhong, MY; Liang, YQ; Zhang, JQ; Wei, ZX; Li, Q; Xu, DS",,,,"Zhong, Meiyan; Liang, Yongqi; Zhang, Jianqi; Wei, Zhixiang; Li, Qi; Xu, Dongsheng",,,Highly efficient flexible MAPbI(3) solar cells with a fullerene derivative-modified SnO2 layer as the electron transport layer,JOURNAL OF MATERIALS CHEMISTRY A,,,,,,,,,,,,"Flexible solar cells represent a unique field in which hybrid perovskites may find complementary application to silicon solar cells. However, significant challenges in the fabrication of electron transport layers and hole transport layers at low temperatures have been imposed for perovskite solar cells since flexible substrates typically cannot withstand high processing temperatures (>150 degrees C). In this study, a low-temperature (140 degrees C) processed SnO2 layer was adopted as the electron transport layer in perovskite solar cells on a flexible PEN (polyethylene naphthalate) substrate, and a fullerene derivative with a carboxylic group (CPTA) that modified the interface between SnO2 and MAPbI(3) was found to significantly improve the device performance. The beneficial effects of interface modification on increasing the carrier selectivity to electrons were elucidated, which resulted in a power conversion efficiency of 18.36% for the solar cells under simulated AM1.5 sunlight. The flexible solar cell still retained 75% of its initial efficiency after 500 cycles of bending with a curvature radius of 5 mm. The MAPbI(3) solar cells were stable under ambient air conditions (25 degrees C, 30% relative humidity), and 87% of the initial efficiencies were retained for the unencapsulated devices after 46 days of storage in ambient air.",,,,,,,,,,,,,,,,,2050-7488,2050-7496,,,,28-Mar,2019,7,12,,,,,6659,6664,,10.1039/c9ta00398c,,,,,,,,WOS:000463814800006,,,,,
J,"Bu, TL; Li, J; Huang, WC; Mao, WX; Zheng, F; Bi, PQ; Hao, XT; Zhong, J; Cheng, YB; Huang, FZ",,,,"Bu, Tongle; Li, Jing; Huang, Wenchao; Mao, Wenxin; Zheng, Fei; Bi, Pengqing; Hao, Xiaotao; Zhong, Jie; Cheng, Yi-Bing; Huang, Fuzhi",,,Surface modification via self-assembling large cations for improved performance and modulated hysteresis of perovskite solar cells,JOURNAL OF MATERIALS CHEMISTRY A,,,,,,,,,,,,"Hybrid organic-inorganic metal halide perovskite solar cells (PSCs) have been regarded as a low-cost, high-efficiency photovoltaic technology; however, the device performance seriously depends on interfacial properties between each contact layer. The interface plays an important role in PSCs as it induces defects, trap states, charge recombination sites etc., which are detrimental to the device performance and stability. Herein, a post-treatment of self-assembling large cations of tert-butylammonium (tBA) on the surface of the perovskite layer is demonstrated as an effective strategy to passivate interface and grain boundary defects and thus improve device performance and stability. In particular, a normal hysteresis is turned into an inverted hysteresis by increasing the amount of tert-butylammonium iodide (tBAI), which can be ascribed to modified interface states. An impressive power conversion efficiency (PCE) over 20% with a significantly suppressed hysteresis is achieved via the careful control of post-treatment conditions, which shows great promise for commercialization in the future.",,,,,"Hao, Xiao-Tao/0000-0002-0197-6545",,,,,,,,,,,,2050-7488,2050-7496,,,,28-Mar,2019,7,12,,,,,6793,6800,,10.1039/c8ta12284a,,,,,,,,WOS:000463814800017,,,,,
J,"Bi, SQ; Wang, H; Zhou, JY; You, S; Zhang, Y; Shi, XH; Tang, ZY; Zhou, HQ",,,,"Bi, Shiqing; Wang, Hui; Zhou, Jiyu; You, Shuai; Zhang, Yuan; Shi, Xinghua; Tang, Zhiyong; Zhou, Huiqiong",,,Halogen bonding reduces intrinsic traps and enhances charge mobilities in halide perovskite solar cells,JOURNAL OF MATERIALS CHEMISTRY A,,,,,,,,,,,,"Obtaining control over the crystallographic growth kinetics in polycrystalline perovskites has become a central topic toward achieving high efficiency and stable perovskite solar cells. Inspired by the chemistry of halogen bonding, we introduce an effective processing strategy using diiodoperfluoroalkyl and diiodoalkyl additives to modulate the crystallization, traps and resultant photophysical processes in methylammonium halide (CH3NH3PbI3) perovskite solar cells that can reach a power conversion efficiency (PCE) exceeding 20% associated with a negligible hysteresis with a compact TiO2 based planar structure. Aided by combinatorial analyses with X-ray photoelectron spectroscopy, dynamic light scattering and density functional theory calculation, we ascribe the achieved modulation of the crystallization in CH3NH3PbI3 to the formation of halogen bonding between the iodine in the additives and halide anions in perovskite precursor solutions. Benefitting from the modification with additives, the resultant solar cells exhibit a decrease in Shockley-Read-Hall recombination due to the suppressed charge trapping which explains the improvement of PCE. Our solar cells processed with additives also show retardation of degradation with a considerably enhanced environmental stability. This work offers a promising route through additive management to achieve high performance and stable perovskite solar cells.",,,,"tang, zhiyong/A-8563-2008; Shi, Xinghua/F-9378-2010; Zhou, Huiqiong/S-1276-2016","tang, zhiyong/0000-0003-0610-0064; Shi, Xinghua/0000-0001-5012-3453; Zhou, Huiqiong/0000-0003-2124-6563",,,,,,,,,,,,2050-7488,2050-7496,,,,28-Mar,2019,7,12,,,,,6840,6848,,10.1039/c8ta11835c,,,,,,,,WOS:000463814800022,,,,,
