PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Babayigit, A; D'Haen, J; Boyen, HG; Conings, B",,,,"Babayigit, Aslihan; D'Haen, Jan; Boyen, Hans-Gerd; Conings, Bert",,,Gas Quenching for Perovskite Thin Film Deposition,JOULE,,,,,,,,,,,,,,,,"Boyen, Hans-Gerd/N-2214-2014","Boyen, Hans-Gerd/0000-0003-0711-7597",,,,,,,,,,,,2542-4351,,,,,18-Jul,2018,2,7,,,,,1205,1209,,10.1016/j.joule.2018.06.009,,,,,,,,WOS:000439698900002,,,,,
J,"Sutherland, BR",,,,"Sutherland, Brandon R.",,,The Arcane Magic of High-Performance Solar Cells,JOULE,,,,,,,,,,,,"Three sprinkles of pixie dust, the ritual sacrifice of a freshly cleaned substrate landing electrode-side down on the ground, and a late-night spark of ingenuity from a graduate student has long been the secret recipe for an efficient perovskite solar cell. Recently, in Chemistry of Materials, Saliba and colleagues have reported comprehensive and instructive methodologies for consistently making perovskite solar cells with power conversion efficiency greater than 20%.",,,,,,,,,,,,,,,,,2542-4351,,,,,18-Jul,2018,2,7,,,,,1211,1213,,10.1016/j.joule.2018.07.002,,,,,,,,WOS:000439698900004,,,,,
J,"Voznyy, O",,,,"Voznyy, Oleksandr",,,Black and Stable: A Path to All-Inorganic Halide Perovskite Solar Cells,JOULE,,,,,,,,,,,,"All-inorganic cesium lead halides are promising candidates for improving the stability of perovskite solar cells against decomposition in an ambient environment. Yet they are harder to process from solution and prefer crystallizing in yellow, non-perovskite phase. In this issue of Joule, Jiang et. al. demonstrate a new set of precursors to deposit thick Cs-based perovskite films and stabilize their black polymorph for 40 days without significant degradation.",,,,,,,,,,,,,,,,,2542-4351,,,,,18-Jul,2018,2,7,,,,,1215,1216,,10.1016/j.joule.2018.07.001,,,,,,,,WOS:000439698900006,,,,,
J,"Gao, WY; Ran, CX; Xi, J; Jiao, B; Zhang, WW; Wu, MC; Hou, X; Wu, ZX",,,,"Gao, Weiyin; Ran, Chenxin; Xi, Jun; Jiao, Bo; Zhang, Wenwen; Wu, Mincai; Hou, Xun; Wu, Zhaoxin",,,High-Quality Cs2AgBiBr6 Double Perovskite Film for Lead-Free Inverted Planar Heterojunction Solar Cells with 2.2% Efficiency,CHEMPHYSCHEM,,,,,,,,,,,,"All-inorganic double-metal perovskite materials have recently gained much attention due to their three dimensionality (3D) and non-toxic nature to replace lead-based perovskite materials. Among all those double perovskite materials, theoretical works have demonstrated that Cs2AgBiBr6 shows high stability and possesses a suitable band gap for solar-cell applications. However, the film-forming ability of Cs2AgBiBr6 is found to be the utmost challenge hindering its development in thin-film solar-cell devices. In this work, a high-quality Cs2AgBiBr6 film with ultra-smooth morphology, micro-sized grains, and high crystallinity is realized via anti-solvent dropping technology and post-annealing at high temperature. After optimization, the first example of an inverted planar heterojunction solar-cell device based on Cs2AgBiBr6 exhibits a power conversion efficiency of 2.23% with V-OC=1.01V, J(SC)=3.19mA/cm(2), and FF=69.2%. Besides, the device shows no hysteresis and a high stability.",,,,"Xi, Jun/M-8390-2016; Ran, Chenxin/U-7544-2018","Xi, Jun/0000-0001-6600-4862; ",,,,,,,,,,,,1439-4235,1439-7641,,,,17-Jul,2018,19,14,,,,,1696,1700,,10.1002/cphc.201800346,,,,,,,,WOS:000439498200003,29667287,,,,
J,"Chen, C; Liu, DL; Zhang, BX; Bi, WB; Li, H; Jin, JJ; Chen, X; Xu, L; Song, HW; Dai, QL",,,,"Chen, Cong; Liu, Dali; Zhang, Boxue; Bi, Wenbo; Li, Hao; Jin, Junjie; Chen, Xu; Xu, Lin; Song, Hongwei; Dai, Qilin",,,Carrier Interfacial Engineering by Bismuth Modification for Efficient and Thermoresistant Perovskite Solar Cells,ADVANCED ENERGY MATERIALS,,,,,,,,,,,,"Organic-inorganic halide perovskite solar cells (PSCs) have emerged as attractive alternatives to conventional solar cells. It is still a challenge to obtain PSCs with good thermal stability and high permanence, especially at extreme outdoor temperatures. This work systematically studies the effects of Bi3+ modification on structural, electrical, and optical properties of perovskite films (FA(0.83)MA(0.17)Pb(I0.83Br0.17)(3)) and the performance of corresponding PSCs. The results indicate that Bi3+ modified PSCs can achieve better thermal stability, photovoltaic response, and reproducibility compared with control cells due to the decreased grain boundaries, enhanced crystallization, and improved electron extraction from perovskite film. As a result, the modified PSC exhibits an optimized power conversion efficiency (PCE) of 19.4% compared with 18.3% for the optimized control device, accompanied by better thermoresistant ability under 100-180 degrees C and enhanced long-term stability. The degradation rate of the modified device is reduced by an order of magnitude due to effective structural defect modification in perovskite photoactive layer. It could maintain more than two months at 60 degrees C. These results shed light on the origin of crystallization and thermal stability of perovskite films, and provide an approach to solve thermal stability issue of PSCs.",,,,,,,,,,,,,,,,,1614-6832,1614-6840,,,,16-Jul,2018,8,20,,,,,,,1703659,10.1002/aenm.201703659,,,,,,,,WOS:000438706700008,,,,,
J,"Cho, YY; Soufiani, AM; Yun, JS; Kim, JC; Lee, DS; Seidel, J; Deng, XF; Green, MA; Huang, SJ; Ho-Baillie, AWY",,,,"Cho, Yongyoon; Soufiani, Arman Mahboubi; Yun, Jae Sung; Kim, Jincheol; Lee, Da Seul; Seidel, Jan; Deng, Xiaofan; Green, Martin A.; Huang, Shujuan; Ho-Baillie, Anita W. Y.",,,Mixed 3D-2D Passivation Treatment for Mixed-Cation Lead Mixed-Halide Perovskite Solar Cells for Higher Efficiency and Better Stability,ADVANCED ENERGY MATERIALS,,,,,,,,,,,,"Layered low-dimensional perovskite structures employing bulky organic ammonium cations have shown significant improvement on stability but poorer performance generally compared to their 3D counterparts. Here, a mixed passivation (MP) treatment is reported that uses a mixture of bulky organic ammonium iodide (iso-butylammonium iodide, iBAI) and formammidinium iodide (FAI), enhancing both power conversion efficiency and stability. Through a combination of inactivation of the interfacial trap sites, characterized by photoluminescence measurement, and formation of an interfacial energetic barrier by which ionic transport is reduced, demonstrated by Kelvin probe force microscopy, MP treatment of the perovskite/hole transport layer interface significantly suppresses photocurrent hysteresis. Using this MP treatment, the champion mixed-halide perovskite cell achieves a reverse scan and stabilized power conversion efficiency of 21.7%. Without encapsulation, the devices show excellent moisture stability, sustaining over 87% of the original performance after 38 d storage in ambient environment under 75 +/- 20% relative humidity. This work shows that FAI/iBAI, is a new and promising material combination for passivating perovskite/selective-contact interfaces.",,,,"Ho-Baillie, Anita/R-4801-2018; green, martin a/H-7567-2012; Yun, Jae Sung/R-8710-2019","Ho-Baillie, Anita/0000-0001-9849-4755; green, martin a/0000-0002-8860-396X; Yun, Jae Sung/0000-0002-1882-7052; Seidel, Jan/0000-0003-2814-3241; Huang, Shujuan/0000-0003-3468-4773",,,,,,,,,,,,1614-6832,1614-6840,,,,16-Jul,2018,8,20,,,,,,,1703392,10.1002/aenm.201703392,,,,,,,,WOS:000438706700005,,,,,
J,"Li, X; Chen, CC; Cai, ML; Hua, X; Xie, FX; Liu, X; Hua, JL; Long, YT; Tian, H; Han, LY",,,,"Li, Xing; Chen, Chun-Chao; Cai, Molang; Hua, Xin; Xie, Fengxian; Liu, Xiao; Hua, Jianli; Long, Yi-Tao; Tian, He; Han, Liyuan",,,Efficient Passivation of Hybrid Perovskite Solar Cells Using Organic Dyes with -COOH Functional Group,ADVANCED ENERGY MATERIALS,,,,,,,,,,,,"Organic-inorganic halide perovskites are efficient absorbers for solar cells. Nevertheless, the trap states at the surfaces and grain boundaries are a detrimental factor compromising the device performance. Here, an organic dye (AQ310) is employed as passivator to reduce the trap states of the perovskites and promote better stability. The results demonstrate that the trap states of perovskite are minimized by the presence of AQ310's COOH group and the formation of coordination with under-coordinated Pb2+ ions. The resulting carrier recombination time is prolonged and verified by the photoluminescence and open-circuit voltage decay measurements. Consequently, the best average power conversion efficiency (PCE) of 19.43% is achieved for the perovskite solar cell (PSC) with AQ310 passivation, as compared with a low average PCE of 17.98% for the PSC without AQ310 passivation.",,,,"Han, Liyuan/O-2856-2019","Han, Liyuan/0000-0001-9766-9015; Tian, He/0000-0003-3547-7485",,,,,,,,,,,,1614-6832,1614-6840,,,,16-Jul,2018,8,20,,,,,,,1800715,10.1002/aenm.201800715,,,,,,,,WOS:000438706700030,,,,,
J,"Liang, J; Liu, ZH; Qiu, LJ; Hawash, Z; Meng, LQ; Wu, ZF; Jiang, Y; Ono, LK; Qi, YB",,,,"Liang, Jia; Liu, Zonghao; Qiu, Longbin; Hawash, Zafer; Meng, Lingqiang; Wu, Zhifang; Jiang, Yan; Ono, Luis K.; Qi, Yabing",,,"Enhancing Optical, Electronic, Crystalline, and Morphological Properties of Cesium Lead Halide by Mn Substitution for High-Stability All-Inorganic Perovskite Solar Cells with Carbon Electrodes",ADVANCED ENERGY MATERIALS,,,,,,,,,,,,"In this work all-inorganic perovskite CsPbIBr2 are doped with Mn to compensate their shortcomings in band structure for the application of perovskite solar cells (PSCs). The novel Mn-doped all-inorganic perovskites, CsPb1-xMnxI1+2xBr2-2x, are prepared in ambient atmosphere. As the concentration of Mn2+ ions increases, the bandgaps of CsPb1-xMnxI1+2xBr2-2x decrease from 1.89 to 1.75 eV. Additionally, when the concentration of Mn dopants is appropriate, this novel Mn-doped all-inorganic perovskite film shows better crystallinity and morphology than its undoped counterpart. These advantages alleviate the energy loss in hole transfer and facilitate the charge-transfer in perovskites, therefore, PSCs based on these novel CsPb1-xMnxI1+2xBr2-2x perovskite films display better photovoltaic performance than the undoped CsPbIBr2 perovskite films. The reference CsPbIBr2 cell reaches a power conversion efficiency (PCE) of 6.14%, comparable with the previous reports. The CsPb1-xMnxI1+2xBr2-2x cells reach the highest PCE of 7.36% (when x= 0.005), an increase of 19.9% in PCE. Furthermore, the encapsulated CsPb0.995Mn0.005I1.01Br1.99 cells exhibit good stability in ambient atmosphere. The storage stability measurements on the encapsulated PSCs reveal that PCE is dropped by only 8% of the initial value after >300 h in ambient. Such improved efficiency and stability are achieved using low-cost carbon electrodes (without expensive hole transport materials and Au electrodes).",,,,"Qi, Yabing/O-7807-2014; Hawash, Zafer/B-8829-2015","Qi, Yabing/0000-0002-4876-8049; Hawash, Zafer/0000-0001-9606-3521; Liu, Zonghao/0000-0003-4743-6971",,,,,,,,,,,,1614-6832,1614-6840,,,,16-Jul,2018,8,20,,,,,,,1800504,10.1002/aenm.201800504,,,,,,,,WOS:000438706700026,,,,,
J,"Liu, X; Zhang, YF; Shi, L; Liu, ZH; Huang, JL; Yun, JS; Zeng, YY; Pu, AB; Sun, KW; Hameiri, Z; Stride, JA; Seidel, J; Green, MA; Hao, XJ",,,,"Liu, Xu; Zhang, Yuanfang; Shi, Lei; Liu, Ziheng; Huang, Jialiang; Yun, Jae Sung; Zeng, Yiyu; Pu, Aobo; Sun, Kaiwen; Hameiri, Ziv; Stride, John A.; Seidel, Jan; Green, Martin A.; Hao, Xiaojing",,,Exploring Inorganic Binary Alkaline Halide to Passivate Defects in Low-Temperature-Processed Planar-Structure Hybrid Perovskite Solar Cells,ADVANCED ENERGY MATERIALS,,,,,,,,,,,,"Planar perovskite solar cells obtained by low-temperature solution processing are of great promise, given a high compatibility with flexible substrates and perovskite-based tandem devices, whilst benefitting from relatively simple manufacturing methods. However, ionic defects at surfaces usually cause detrimental carrier recombination, which links to one of dominant losses in device performance, slow transient responses, and notorious hysteresis. Here, it is shown that several different types of ionic defects can be simultaneously passivated by simple inorganic binary alkaline halide salts with their cations and anions. Compared to previous literature reports, this work demonstrates a promising passivation technology for perovskite solar cells. The efficient defect passivation significantly suppresses the recombination at the SnO2/perovskite interface, contributing to an increase in the open-circuit voltage, the fast response of steady-state efficiency, and the elimination of hysteresis. By this strong leveraging of multiple-element passivation, low-temperature-processed, planar-structured perovskite solar cells of 20.5% efficiencies, having negligible hysteresis, are obtained. Moreover, this defect-passivation enhances the stability of solar cells with efficiency beyond 20%, retaining 90% of their initial performance after 30 d. This approach aims at developing the concept of defect engineering, which can be expanded to multiple-element passivation from monoelement counterparts using simple and low-cost inorganic materials.",,,,"green, martin a/H-7567-2012; Stride, John Arron/E-7887-2019; Yun, Jae Sung/R-8710-2019","green, martin a/0000-0002-8860-396X; Stride, John Arron/0000-0001-9466-8834; Yun, Jae Sung/0000-0002-1882-7052; Hameiri, Ziv/0000-0002-2934-4478; Liu, Ziheng/0000-0002-3532-2208; Seidel, Jan/0000-0003-2814-3241; Liu, Xu/0000-0003-4849-8533",,,,,,,,,,,,1614-6832,1614-6840,,,,16-Jul,2018,8,20,,,,,,,1800138,10.1002/aenm.201800138,,,,,,,,WOS:000438706700014,,,,,
J,"Zhou, YQ; Wu, BS; Lin, GH; Xing, Z; Li, SH; Deng, LL; Chen, DC; Yun, DQ; Xie, SY",,,,"Zhou, Ya-Qing; Wu, Bao-Shan; Lin, Guan-Hua; Xing, Zhou; Li, Shu-Hui; Deng, Lin-Long; Chen, Di-Chun; Yun, Da-Qin; Xie, Su-Yuan",,,Interfacing Pristine C-60 onto TiO2 for Viable Flexibility in Perovskite Solar Cells by a Low-Temperature All-Solution Process,ADVANCED ENERGY MATERIALS,,,,,,,,,,,,"A low-temperature solution-processed strategy is critical for cost-effective manufacture of flexible perovskite solar cells (PSCs). Based on an aqueous-processed TiO2 layer, and conventional fullerene derivatives replaced by a pristine fullerene interlayer of C-60, herein a facile interface engineering for making all-solution-processed TiO2/C-60 layers in flexible n-i-p PSCs is reported. Due to the improvement of the perovskite grain quality, promotion of interfacial charge transfer and suppression of interfacial charge recombination, the stabilized power conversion efficiency for the flexible PSCs reaches as high as 16% with high bending resistance retention (approximate to 80% after 1500 cycles) and high light-soaking retention (approximate to 100% after 100 min). In addition, the stabilized efficiency is over 19% for the rigid TiO2/C-60-based PSCs. The present work with the facile low-temperature solution process renders the practicability for high-performance flexible PSCs applied to wearable devices, portable equipment, and electric vehicles.",,,,,,,,,,,,,,,,,1614-6832,1614-6840,,,,16-Jul,2018,8,20,,,,,,,1800399,10.1002/aenm.201800399,,,,,,,,WOS:000438706700022,,,,,
