PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Lin, YJ; Chen, JQ; Tavakoli, MM; Gao, Y; Zhu, YD; Zhang, DQ; Kam, M; He, ZB; Fan, ZY",,,,"Lin, Yuanjing; Chen, Jiaqi; Tavakoli, Mohammad Mahdi; Gao, Yuan; Zhu, Yudong; Zhang, Daquan; Kam, Matthew; He, Zhubing; Fan, Zhiyong",,,Printable Fabrication of a Fully Integrated and Self-Powered Sensor System on Plastic Substrates,ADVANCED MATERIALS,,,,,,,,,,,,"Wearable and portable devices with desirable flexibility, operational safety, and long cruising time, are in urgent demand for applications in wireless communications, multifunctional entertainments, personal healthcare monitoring, etc. Herein, a monolithically integrated self-powered smart sensor system with printed interconnects, printed gas sensor for ethanol and acetone detection, and printable supercapacitors and embedded solar cells as energy sources, is successfully demonstrated in a wearable wristband fashion by utilizing inkjet printing as a proof-of-concept. In such a ""wearable wristband"", the harvested solar energy can either directly drive the sensor and power up a light-emitting diode as a warning signal, or can be stored in the supercapacitors in a standby mode, and the energy released from supercapacitors can compensate the intermittency of light illumination. To the best of our knowledge, the demonstration of such a self-powered sensor system integrated onto a single piece of flexible substrate in a printable and additive manner has not previously been reported. Particularly, the printable supercapacitors deliver an areal capacitance of 12.9 mF cm(-2) and the printed SnO2 gas sensor shows remarkable detection sensitivity under room temperature. The printable strategies for device fabrication and system integration developed here show great potency for scalable and facile fabrication of a variety of wearable devices.",,,,"HE, Zhubing/E-6268-2016; Fan, Zhiyong/C-4970-2012","HE, Zhubing/0000-0002-2775-0894; Fan, Zhiyong/0000-0002-5397-0129",,,,,,,,,,,,0935-9648,1521-4095,,,,FEB,2019,31,5,,,,,,,1804285,10.1002/adma.201804285,,,,,,,,WOS:000457802000015,30520163,,,,
J,"Qiao, HW; Yang, S; Wang, Y; Chen, X; Wen, TY; Tang, LJ; Cheng, QL; Hou, Y; Zhao, HJ; Yang, HG",,,,"Qiao, Hong Wei; Yang, Shuang; Wang, Yun; Chen, Xiao; Wen, Tian Yu; Tang, Li Juan; Cheng, Qilin; Hou, Yu; Zhao, Huijun; Yang, Hua Gui",,,A Gradient Heterostructure Based on Tolerance Factor in High-Performance Perovskite Solar Cells with 0.84 Fill Factor,ADVANCED MATERIALS,,,,,,,,,,,,"A gradient heterosturcture is one of the basic methods to control the charge flow in perovskite solar cells (PSCs). However, a classical route for gradient heterosturctures is based on the diffusion technique, in which the guest ions gradually diffuse into the films from a concentrated source of dopants. The gradient heterosturcture is only accessible to the top side, and may be time consuming and costly. Here, the ""intolerant"" n-type heteroatoms (Sb3+, In3+) with mismatched cation sizes and charge states can spontaneously enrich two sides of perovskite thin films. The dopants at specific sides can be extracted by a typical hole-transport layer. Theoretical calculations and experimental observations both indicate that the optimized charge management can be attributed to the tailored band structure and interfacial electronic hybridization, which promote charge separation and collection. The strategy enables the fabrication of PSCs with a spontaneous graded heterojunction showing high efficiency. A champion device based on Sb3+ doped film shows a stabilized power-conversion efficiency of 21.04% with a high fill factor of 0.84 and small hysteresis.",,,,"Wang, Yun/C-5687-2014; Yang, Shuang/E-8339-2016; Zhao, Huijun/H-5882-2015; Yang, Hug Gui/N-7612-2018","Wang, Yun/0000-0001-8619-0455; Yang, Shuang/0000-0002-8244-3002; Zhao, Huijun/0000-0002-3028-0459; Yang, Hug Gui/0000-0003-0436-8622",,,,,,,,,,,,0935-9648,1521-4095,,,,FEB,2019,31,5,,,,,,,1804217,10.1002/adma.201804217,,,,,,,,WOS:000457802000021,30488499,,,,
J,"Hwang, B; Lee, JS",,,,"Hwang, Bohee; Lee, Jang-Sik",,,2D Perovskite-Based Self-Aligned Lateral Heterostructure Photodetectors Utilizing Vapor Deposition,ADVANCED OPTICAL MATERIALS,,,,,,,,,,,,"2D organic-inorganic hybrid perovskites (OIPs) hold great promise for electronics and optoelectronics due to structural diversity, high photoluminescence, and tunable bandgap. Moreover, integrating 2D OIPs with the 2D materials including graphene, transition metal dichalcogenide, and other OIPs gives opportunities for various options in constructing new types of heterojunctions with novel functionalities such as enhanced charge transport properties or chemical stability. Here, a sequential vapor deposition method is presented to fabricate 2D OIP lateral heterostructure films (C4H9NH3)(2)PbI4 (BA(2)PbI(4))-(C4H9NH3)(2)(CH3NH3)Pb2I7 (BA(2)MAPb(2)I(7)) for photodetector applications. The lateral heterostructure is realized using thermal evaporation to deposit lead iodide (PbI2) films, then exploiting vapor transport of organic vapor to form BA(2)PbI(4), BA(2)MAPb(2)I(7), and self-aligned lateral heterostructure. A photodetector based on the lateral structure (BA(2)PbI(4)-BA(2)MAPb(2)I(7)) shows larger photocurrent and higher on/off ratio (>10(2)) than those of single material-based devices (BA(2)PbI(4), BA(2)MAPb(2)I(7)). This method to fabricate 2D OIP lateral heterostructure suggests a simple way to synthesize 2D perovskite heterostructure and may open the possibility of 2D OIP perovskites to be integrated in emerging optoelectronic devices.",,,,"Lee, Jang-Sik/A-6629-2008","Lee, Jang-Sik/0000-0002-1096-1783",,,,,,,,,,,,2195-1071,,,,,FEB,2019,7,3,,,,,,,1801356,10.1002/adom.201801356,,,,,,,,WOS:000457757700008,,,,,
J,"Ham, S; Choi, S; Cho, H; Na, SI; Wang, G",,,,"Ham, Seonggil; Choi, Sanghyeon; Cho, Haein; Na, Seok-In; Wang, Gunuk",,,Photonic Organolead Halide Perovskite Artificial Synapse Capable of Accelerated Learning at Low Power Inspired by Dopamine-Facilitated Synaptic Activity,ADVANCED FUNCTIONAL MATERIALS,,,,,,,,,,,,"The ability of high-order tuning of the synaptic plasticity in an artificial synapse can offer significant improvement in the processing time, low-power recognition, and learning capability in a neuro-inspired computing system. Inspired by light-assisted dopamine-facilitated synaptic activity, which achieves rapid learning and adaptation by lowering the threshold of the synaptic plasticity, a two-terminal organolead halide perovskite (OHP)-based photonic synapse is fabricated and designed in which the synaptic plasticity is modified by both electrical pulses and light illumination. Owing to the accelerated migration of the iodine vacancy inherently existing in the coated OHP film under light illumination, the OHP synaptic device exhibits light-tunable synaptic functionalities with very low programming inputs (approximate to 0.1 V). It is also demonstrated that the threshold of the long-term potentiation decreases and synaptic weight further modulates when light illuminates the device, which is phenomenologically analogous to the dopamine-assisted synaptic process. Notably, under light exposure, the OHP synaptic device achieves rapid pattern recognition with approximate to 81.8% accuracy after only 2000 learning phases (60 000 learning phases = one epoch) with a low-power consumption (4.82 nW/the initial update for potentiation), which is approximate to 2.6 x 10(3) times lower than when the synaptic weights are updated by only high electrical pulses.",,,,,,,,,,,,,,,,,1616-301X,1616-3028,,,,1-Feb,2019,29,5,,,,,,,1806646,10.1002/adfm.201806646,,,,,,,,WOS:000457453300004,,,,,
J,"Lian, XM; Chen, JH; Zhang, YZ; Qin, MC; Li, J; Tian, SX; Yang, WT; Lu, XH; Wu, G; Chen, HZ",,,,"Lian, Xiaomei; Chen, Jiehuan; Zhang, Yingzhu; Qin, Minchao; Li, Jun; Tian, Shuoxun; Yang, Weitao; Lu, Xinhui; Wu, Gang; Chen, Hongzheng",,,Highly Efficient Sn/Pb Binary Perovskite Solar Cell via Precursor Engineering: A Two-Step Fabrication Process,ADVANCED FUNCTIONAL MATERIALS,,,,,,,,,,,,"Regulation of the crystallization of perovskite films and avoiding the oxidation of Sn2+ during the deposition process are very important for achieving Sn/Pb binary perovskite solar cells (PVSCs) with high power conversion efficiency (PCE) and producibility. In this work, a high-quality HC(NH2)(2)Pb0.7Sn0.3I3 (FAPb(0.7)Sn(0.3)I(3)) film deposited from the two-step solution process by introducing methylammonium thiocyanate (MASCN) as a bifunctional additive into the precursor solution containing PbI2 and SnI2 is reported. MASCN can not only tune the morphology of the perovskite film but also stabilize the precursor solution via retarding the oxidation of Sn2+ through a strong coordination between SCN- and Sn2+. The Sn/Pb binary inverted PVSCs based on FAPb(0.7)Sn(0.3)I(3) present a high fill factor of 0.79 and the best PCE of 16.26% in the case of 0.25 MASCN addition. The device fabrication producibility is also greatly improved due to the stabilized precursor solution with the aid of MASCN. The PCE of the device is almost independent of the storage time of the precursor solution within 124 d in the N-2-filled glove box. These results indicate that the precursor engineering with multifunctionality additive is an effective approach toward highly efficient and producible PVSCs for future commercialization.",,,,"Lu, Xinhui/Q-2398-2019; Lu, Xinhui/N-2133-2018","Lu, Xinhui/0000-0002-1908-3294; Lu, Xinhui/0000-0002-1908-3294",,,,,,,,,,,,1616-301X,1616-3028,,,,1-Feb,2019,29,5,,,,,,,1807024,10.1002/adfm.201807024,,,,,,,,WOS:000457453300024,,,,,
J,"Zhu, XD; Ma, XJ; Wang, YK; Li, Y; Gao, CH; Wang, ZK; Jiang, ZQ; Liao, LS",,,,"Zhu, Xiang-Doug; Ma, Xing-Juan; Wang, Ya-Kun; Li, Yun; Gao, Chun-Hong; Wang, Zhao-Kui; Jiang, Zuo-Quan; Liao, Liang-Sheng",,,Hole-Transporting Materials Incorporating Carbazole into Spiro-Core for Highly Efficient Perovskite Solar Cells,ADVANCED FUNCTIONAL MATERIALS,,,,,,,,,,,,"Hole-transporting materials (HTMs) play a significant role in hole transport and extraction for perovskite solar cells (PeSCs). As an important type of HTMs, the spiro-architecture-based material is widely used as small organic HTM in PeSCs with good photovoltaic performances. The skeletal modification of spiro-based HTMs is a critical way of modifying energy level and hole mobility. Thus, many spiro alternatives are developed to optimize the spiro-type HTMs. Herein, a novel carbazole-based single-spiro-HTM named SCZF-5 is designed and prepared for efficient PeSCs. In addition, another single-spiro HTM SAF-5 with reported 10-phenyl-10H-spiro[acridine-9,9 '-fluorene] (SAF) core is also synthesized for comparison. Through varying from SAF core to SCZF core as well as comparing with the classic 9,9 '-spiro-bifluorene, it is found that the new HTM SCZF-5 exhibits more impressive power conversion efficiency (PCE) of 20.10% than SAF-5 (13.93%) and the commercial HTM spiro-OMeTAD (19.11%). On the other hand, the SCZF-5-based device also has better durability in lifetime testing, indicating the newly designed SCZF by integrating carbazole into the spiro concept has good potential for developing effective HTMs.",,,,,,,,,,,,,,,,,1616-301X,1616-3028,,,,1-Feb,2019,29,5,,,,,,,1807094,10.1002/adfm.201807094,,,,,,,,WOS:000457453300014,,,,,
J,"Perez-Tomas, A; Xie, HB; Wang, ZW; Kim, HS; Shirley, I; Turren-Cruz, SH; Morales-Melgares, A; Saliba, B; Tanenbaum, D; Saliba, M; Zakeeruddin, SM; Gratzel, M; Hagfeldt, A; Lira-Cantu, M",,,,"Perez-Tomas, Amador; Xie, Haibing; Wang, Zaiwei; Kim, Hui-Seon; Shirley, Ian; Turren-Cruz, Silver-Hamill; Morales-Melgares, Anna; Saliba, Benedicte; Tanenbaum, David; Saliba, Michael; Zakeeruddin, Shaik Mohammed; Gratzel, Michael; Hagfeldt, Anders; Lira-Cantu, Monica",,,PbZrTiO3 ferroelectric oxide as an electron extraction material for stable halide perovskite solar cells,SUSTAINABLE ENERGY & FUELS,,,,,,,,,,,,"State-of-the-art halide perovskite solar cells employ semiconductor oxides as electron transportmaterials. Defects in these oxides, such as oxygen vacancies (Ovac), act as recombination centres and, in air and UV light, reduce the stability of the solar cell. Under the same conditions, the PbZrTiO3 ferroelectric oxide employsOvac for the creation of defect-dipoles responsible for photo-carrier separation and current transport, evading device degradation. We report the application of PbZrTiO3 as the electron extraction material in triple cation halide perovskite solar cells. The application of a bias voltage (poling) up to 2 V, under UV light, is a critical step to induce charge transport in the ferroelectric oxide. Champion cells result in power conversion efficiencies of similar to 11% after poling. Stability analysis, carried out at 1-sun AM 1.5 G, including UV light in air for unencapsulated devices, shows negligible degradation for hours. Our experiments indicate the effect of ferroelectricity, however alternative conducting mechanisms affected by the accumulation of charges or the migration of ions (or the combination of them) cannot be ruled out. Our results demonstrate, for the first time, the application of a ferroelectric oxide as an electron extraction material in efficient and stable PSCs. These findings are also a step forward in the development of next generation ferroelectric oxide-based electronic and optoelectronic devices.",,,,"Turren-Cruz, Silver-Hamill/U-1495-2019; Saliba, Michael/L-6581-2019; Perez-Tomas, Amador/B-5806-2017","Turren-Cruz, Silver-Hamill/0000-0003-3191-6188; Saliba, Michael/0000-0002-6818-9781; Perez-Tomas, Amador/0000-0002-0551-3142",,,,,,,,,,,,2398-4902,,,,,1-Feb,2019,3,2,,,,,382,389,,10.1039/c8se00451j,,,,,,,,WOS:000457548700020,,,,,
J,"Caprioglio, P; Zu, FS; Wolff, CM; Prieto, JAM; Stolterfoht, M; Becker, P; Koch, N; Unold, T; Rech, B; Albrecht, S; Neher, D",,,,"Caprioglio, Pietro; Zu, Fengshuo; Wolff, Christian M.; Prieto, Jose A. Marquez; Stolterfoht, Martin; Becker, Pascal; Koch, Norbert; Unold, Thomas; Rech, Bernd; Albrecht, Steve; Neher, Dieter",,,High open circuit voltages in pin-type perovskite solar cells through strontium addition,SUSTAINABLE ENERGY & FUELS,,,,,,,,,,,,"The incorporation of even small amounts of strontium (Sr) into lead-base hybrid quadruple cation perovskite solar cells results in a systematic increase of the open circuit voltage (V-oc) in pin-type perovskite solar cells. We demonstrate via absolute and transient photoluminescence (PL) experiments how the incorporation of Sr significantly reduces the non-radiative recombination losses in the neat perovskite layer. We show that Sr segregates at the perovskite surface, where it induces important changes of morphology and energetics. Notably, the Sr-enriched surface exhibits a wider band gap and a more n-type character, accompanied with significantly stronger surface band bending. As a result, we observe a significant increase of the quasi-Fermi level splitting in the neat perovskite by reduced surface recombination and more importantly, a strong reduction of losses attributed to non-radiative recombination at the interface to the C-60 electron-transporting layer. The resulting solar cells exhibited a V-oc of 1.18 V, which could be further improved to nearly 1.23 V through addition of a thin polymer interlayer, reducing the non-radiative voltage loss to only 110 meV. Our work shows that simply adding a small amount of Sr to the precursor solutions induces a beneficial surface modification in the perovskite, without requiring any post treatment, resulting in high efficiency solar cells with power conversion efficiency (PCE) up to 20.3%. Our results demonstrate very high V-oc values and efficiencies in Sr-containing quadruple cation perovskite pin-type solar cells and highlight the imperative importance of addressing and minimizing the recombination losses at the interface between perovskite and charge transporting layer.",,,,"Koch, Norbert/J-4057-2012","Koch, Norbert/0000-0002-6042-6447; Wolff, Christian Michael/0000-0002-7210-1869; Rech, Bernd/0000-0002-9718-8665",,,,,,,,,,,,2398-4902,,,,,1-Feb,2019,3,2,,,,,550,563,,10.1039/c8se00509e,,,,,,,,WOS:000457548700019,,,,,
J,"Zhang, F; Wang, HR; Zhou, XF; Duan, JA",,,,"Zhang, Fan; Wang, Haoran; Zhou, Xiongfeng; Duan, Ji'an",,,Red shift of absorption edge and band gap shrinkage in perovskite Pb(Zr0.35Ti0.65)O-3 thin film from heat generation for solar cells application,APPLIED PHYSICS EXPRESS,,,,,,,,,,,,"We have experimentally investigated the temperature dependent optical properties of Pb(Zr0.35Ti0.65)O-3 (PZT) perovskite thin film for simulating heat generation in light harvesting. During the evolution of optical properties with temperature from 293 K to 643 K, the red shift of absorption edge and band gap shrinkage phenomena have been found by ellipsometry measurement, which is due to the renormalization of crystal structure under thermal disturbance. In addition, the abrupt change of band gap has happened at 550 K, which is in accord with the first-order ferroelectric phase transition in PZT thin film. (C) 2019 The Japan Society of Applied Physics",,,,,,,,,,,,,,,,,1882-0778,1882-0786,,,,FEB,2019,12,2,,,,,,,22009,10.7567/1882-0786/aafb58,,,,,,,,WOS:000457541000002,,,,,
J,"Basak, S; Afzaal, M; Yates, HM",,,,"Basak, Shreya; Afzaal, Mohammad; Yates, Heather M.",,,Optically tuned and large-grained bromine doped CH3NH3PbI3 perovskite thin films via aerosol-assisted chemical vapour deposition,MATERIALS CHEMISTRY AND PHYSICS,,,,,,,,,,,,"Herein, doping of methylammonium lead iodide perovskite thin films with bromine ions is successfully performed for the first time using the aerosol-assisted chemical vapour deposition process. Depending on the doping levels, photoluminescence spectra are shifted relative to their bandgap values. Detailed analysis of scanning electron microscope images showed that increasing the bromine levels linearly increased the grain sizes. The unchanged amount of detected lead provided evidence for the controlled processing conditions. Both bulk and surface compositional techniques confirmed the deposition of marginally iodine rich perovskite thin films.",,,,,,,,,,,,,,,,,0254-0584,1879-3312,,,,1-Feb,2019,223,,,,,,157,163,,10.1016/j.matchemphys.2018.10.054,,,,,,,,WOS:000456902400022,,,,,
