PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Ok, SA; Jo, B; Somasundaram, S; Woo, HJ; Lee, DW; Li, Z; Kim, BG; Kim, JH; Song, YJ; Ahn, TK; Park, S; Park, HJ",,,,"Ok, Song Ah; Jo, Bonghyun; Somasundaram, Sivaraman; Woo, Hwi Je; Lee, Dae Woon; Li, Zijia; Kim, Bong-Gi; Kim, Jong H.; Song, Young Jae; Ahn, Tae Kyu; Park, Sanghyuk; Park, Hui Joon",,,Management of transition dipoles in organic hole-transporting materials under solar irradiation for perovskite solar cells,NATURE COMMUNICATIONS,,,,,,,,,,,,"In organic hole-transporting material (HTM)-based p-i-n planar perovskite solar cells, which have simple and low-temperature processibility feasible to flexible devices, the incident light has to pass through the HTM before reaching the perovskite layer. Therefore, photo-excited state of organic HTM could become important during the solar cell operation, but this feature has not usually been considered for the HTM design. Here, we prove that enhancing their property at their photo-excited states, especially their transition dipole moments, can be a methodology to develop high efficiency p-i-n perovskite solar cells. The organic HTMs are designed to have high transition dipole moments at the excited states and simultaneously to preserve those property during the solar cell operation by their extended lifetimes through the excited-state intramolecular proton transfer process, consequently reducing the charge recombination and improving extraction properties of devices. Their UV-filtering ability is also beneficial to enhance the photostability of devices.",,,,"Park, Hui Joon/J-6839-2012","Park, Hui Joon/0000-0003-4607-207X",,,,,,,,,,,,2041-1723,,,,,31-Oct,2018,9,,,,,,,,4537,10.1038/s41467-018-06998-1,,,,,,,,WOS:000448807000008,30382104,,,,
J,"Wang, K; Jin, ZW; Liang, L; Bian, H; Bai, DL; Wang, HR; Zhang, JR; Wang, Q; Liu, SZ",,,,"Wang, Kang; Jin, Zhiwen; Liang, Lei; Bian, Hui; Bai, Dongliang; Wang, Haoran; Zhang, Jingru; Wang, Qian; Liu Shengzhong",,,All-inorganic cesium lead iodide perovskite solar cells with stabilized efficiency beyond 15%,NATURE COMMUNICATIONS,,,,,,,,,,,,"As the black cesium lead iodide (CsPbI3) tends to transit into a yellow d-phase at ambient, it is imperative to develop a stabilized black phase for photovoltaic applications. Herein, we report a distorted black CsPbI3 film by exploiting the synergistic effect of hydroiodic acid (HI) and phenylethylammonium iodide (PEAI) additives. It is found that the HI induces formation of hydrogen lead iodide (HPbI3+x), an intermediate to the distorted black phase with appropriate band gap of 1.69 eV; while PEAI provides nucleation for optimized crystallization. More importantly, it stabilizes the distorted black phase by hindering phase transition via its steric effects. Upon optimization, we have attained solar cell efficiency as high as 15.07%. Specifically, the bare cell without any encapsulation shows negligible efficiency loss after 300 h of light soaking. The device keeps 92% of its initial cell efficiency after being stored for 2 months under ambient conditions.",,,,"Jin, Zhiwen/L-2907-2013","Jin, Zhiwen/0000-0002-5256-9106",,,,,,,,,,,,2041-1723,,,,,31-Oct,2018,9,,,,,,,,4544,10.1038/s41467-018-06915-6,,,,,,,,WOS:000448807000015,30382108,,,,
J,"Costa, JCS; Azevedo, J; Araujo, JP; Santos, LMNBF; Mendes, A",,,,"Costa, Jose C. S.; Azevedo, Joao; Araujo, Joao P.; Santos, Luis M. N. B. F.; Mendes, Adelio",,,High purity and crystalline thin films of methylammonium lead iodide perovskites by a vapor deposition approach,THIN SOLID FILMS,,,,,,,,,,,,"A procedure for the physical vapor deposition (PVD), in high-vacuum conditions, for high purity and crystalline methylammonium lead halide perovskite thin films is described. This procedure and methodology can be used to fabricate high-performance hybrid organic-inorganic materials that have recently emerged as the next-generation photovoltaic technology. PVD of methylammonium iodide and lead iodide to produce lead halide perovskite thin films was optimized according to the equilibrium vapor pressures of corresponding precursors evaporated from Knudsen effusion cells. Optical properties of perovskite thin films were characterized by UV-Vis-NIR and fluorescence spectroscopy. The high crystallinity of vapor-deposited thin films on glass, indium fin oxide, fluorine-doped fin oxide, and TiO2 surfaces was proved by scanning electron microscopy and X-ray diffraction. This vapor deposition approach leads to the production of very pure, crystalline and high stable perovskite thin films.",,,,"Mendes, Adelio M/A-9542-2019; Costa, Jose/D-3447-2012","Mendes, Adelio M/0000-0003-2472-3265; Costa, Jose/0000-0002-7134-8675; Santos, Luis/0000-0003-3040-0358",,,,,,,,,,,,0040-6090,,,,,31-Oct,2018,664,,,,,,12,18,,10.1016/j.tsf.2018.08.026,,,,,,,,WOS:000444839700003,,,,,
J,"Jung, JW; Bae, JH; Ko, JH; Lee, W",,,,"Jung, Jae Woong; Bae, Jong Hyuk; Ko, Jae Hoon; Lee, Woosung",,,Fully solution-processed indium tin oxide-free textile-based flexible solar cells made of an organic inorganic perovskite absorber: Toward a wearable power source,JOURNAL OF POWER SOURCES,,,,,,,,,,,,"Practical textile-based perovskite solar cells are prepared via low-temperature solution-processing, adopting a planar heterojunction architecture on a textile substrate. Polyurethane-coating of the textile enables low-temperature solution-processing, providing a robust substrate for forming polymeric anode, hole transport layer, perovskite layer, and electron transport layer. The prototype of planar perovskite solar cells on the textile substrate exhibits a power conversion efficiency of 5.72%, with good flexibility and durability in ambient conditions. This work shows the advantages of using textile substrates in flexible and practical solar cell fabrication, which can be applied to wearable electronics.",,,,,,,,,,,,,,,,,0378-7753,1873-2755,,,,31-Oct,2018,402,,,,,,327,332,,10.1016/j.jpowsour.2018.09.038,,,,,,,,WOS:000449447800039,,,,,
J,"Karimata, I; Ohta, K; Kobori, Y; Tachikawa, T",,,,"Karimata, Izuru; Ohta, Kaoru; Kobori, Yasuhiro; Tachikawa, Takashi",,,Several Orders of Magnitude Difference in Charge-Transfer Kinetics Induced by Localized Trapped Charges on Mixed-Halide Perovskites,ACS APPLIED MATERIALS & INTERFACES,,,,,,,,,,,,"Partial halide substitution in organolead halide perovskites MAPbX(3) (MA = CH3NH3+, X = Cr, Br-, or I-) leads to semiconductor heterostructures with precisely tuned band-gap energies, which facilitates efficient charge extraction or separation for high-performance solar cells and optoelectronic devices. In this study, partially iodide-substituted MAPbBr(3) perovskites were prepared through a halide-exchange reaction in the liquid phase, and in situ space and time-resolved photoluminescence profiles were acquired by means of confocal microscopy. The rates of charge transfer from the bulk MAPbBr(3) to the surface MAPbBr(3-x)I(x) domains, which are widely distributed over a single crystal, were found to greatly depend on the excitation-power density. In particular, an abnormally slow charge-transfer process, lasting a few nanoseconds, was observed at higher excitation density. To explain the dependence of this rate on the excitation density, and its correlation with the charge-trapping rate in the bulk MAPbBr(3), we propose a plausible mechanism in which trap filling associated with surface-trapped holes induces band bending within the space charge region. This band bending modulates carrier dynamics near the surface, thereby leading to efficient charge extraction from the bulk. To validate the mechanism, the carrier dynamics was numerically simulated using a diffusion model that includes the effect of the localized electric field. Our findings provide significantly deeper insight into the carrier dynamics within heterostructured perovskites with nanoscale heterogeneities, and a robust route for manipulating the photogenerated charges in various types of perovskite devices.",,,,"Kobori, Yasuhiro/R-2523-2019","Kobori, Yasuhiro/0000-0001-8370-9362",,,,,,,,,,,,1944-8244,,,,,31-Oct,2018,10,43,,,,,37057,37066,,10.1021/acsami.8b13346,,,,,,,,WOS:000449239600052,30277063,,,,
J,"Ramos, FJ; Jutteau, S; Posada, J; Bercegol, A; Rebai, A; Guillemot, T; Bodeux, R; Schneider, N; Loones, N; Ory, D; Broussillou, C; Goaer, G; Lombez, L; Rousset, J",,,,"Ramos, F. Javier; Jutteau, Sebastien; Posada, Jorge; Bercegol, Adrien; Rebai, Amelle; Guillemot, Thomas; Bodeux, Romain; Schneider, Nathanaelle; Loones, Nicolas; Ory, Daniel; Broussillou, Cedric; Goaer, Gilles; Lombez, Laurent; Rousset, Jean",,,Highly efficient MoOx-free semitransparent perovskite cell for 4 T tandem application improving the efficiency of commercially-available Al-BSF silicon,SCIENTIFIC REPORTS,,,,,,,,,,,,"In this work, the fabrication of MoOx-free semitransparent perovskite solar cells (PSC) with Power Conversion Efficiencies (PCE) up to 15.7% is reported. Firstly, opaque PSCs up to 19.7% were fabricated. Then, the rear metal contact was replaced by a highly transparent and conductive indium tin oxide (ITO) film, directly sputtered onto the hole selective layer, without any protective layer between Spiro-OMeTAD and rear ITO. To the best of our knowledge, this corresponds to the most efficient buffer layer-free semitransparent PSC ever reported. Using time-resolved photoluminescence (TRPL) technique on both sides of the semitransparent PSC, Spiro-OMeTAD/perovskite and perovskite/TiO2 interfaces were compared, confirming the great quality of Spiro-OMeTAD/perovskite interface, even after damage-less ITO sputtering, where degradation phenomena result less important than for perovskite/TiO2 one. Finally, a 4-terminal tandem was built combining semitransparent PSC with a commercially-available Aluminium Back Surface Field (Al-BSF) silicon wafer. That silicon wafer presents PCE = 19.52% (18.53% after being reduced to cell size), and 5.75% once filtered, to generate an overall 4 T tandem efficiency of 21.18% in combination with our champion large semitransparent PSC of 15.43%. It means an absolute increase of 1.66% over the original silicon wafer efficiency and a 2.65% over the cut Si cell.",,,,,"Bercegol, Adrien/0000-0003-3531-5312; Ramos, F. Javier/0000-0002-7582-5635",,,,,,,,,,,,2045-2322,,,,,31-Oct,2018,8,,,,,,,,16139,10.1038/s41598-018-34432-5,,,,,,,,WOS:000448815300008,30382171,,,,
J,"Song, PJ; Qiao, B; Song, DD; Liang, ZQ; Gao, D; Cao, JY; Shen, ZH; Xu, Z; Zhao, SL",,,,"Song, Pengjie; Qiao, Bo; Song, Dandan; Liang, Zhiqin; Gao, Di; Cao, Jingyue; Shen, Zhaohui; Xu, Zheng; Zhao, Suling",,,Colour- and structure-stable CsPbBr3-CsPb2Br5 compounded quantum dots with tuneable blue and green light emission,JOURNAL OF ALLOYS AND COMPOUNDS,,,,,,,,,,,,"Even though all-inorganic lead halide perovskite (CsPbX3; X = CI, Br, I) quantum dots (QDs) with great optoelectronic properties such as high fluorescence quantum yield, facile colour tunability, and high colour purity have been under the spotlight in recent years, their poor stability makes their application in LEDs difficult. In comparison to CsPbBr3 QDs that display green emission, CsPbCI3 QDs with blue light emission contain more defects in the material and exhibit lower fluorescence quantum yield and device service time, which is the bottleneck in realizing blue, green, and red three-base coloured perovskite QD-based LEDs. It is therefore a pressing issue to develop other techniques instead of anion exchange to adjust the light emission of CsPbX3 and simultaneously enhance the stability of the nanocrystals, especially for blue emission. In this work, CsPbBr3 QDs compounded with CsPb2Br5 (CsPbBr3-CsPb2Br5 QDs) with stable blue and green emissions are obtained using improved one-step solution-phase method. CsPb2Br5 can enhance the luminescent colour and structural stability of CsPbBr3 QDs. CsPbBr(3-)CsPb(2)B(r)5 QDs showed greater stability than pure CsPbBr3 QDs in various environments. Moreover, CsPbBr3-CsPb2Br5 QDs are smaller than CsPbBr3 QDs synthesized at the same temperature, which results in blue-shift of the photoluminescence spectra. Owing to the strong stability, their photoluminescence emission peak can be simply and reliably tuned continuously between 480 nm and 520 nm through the reaction temperature. (C) \2018 Published by Elsevier B.V.",,,,,,,,,,,,,,,,,0925-8388,1873-4669,,,,30-Oct,2018,767,,,,,,98,105,,10.1016/j.jallcom.2018.07.073,,,,,,,,WOS:000446316500013,,,,,
J,"Li, MH; Zhang, RX; Guo, Y; Huan, YH; Xi, JH; Li, Y; Bai, ZM; Yan, XQ",,,,"Li, Minghua; Zhang, Ruxiao; Guo, Yan; Huan, Yahuan; Xi, Jiahao; Li, Yong; Bai, Zhiming; Yan, Xiaoqin",,,Introducing lead acetate into stoichiometric perovskite lewis acid-base precursor for improved solar cell photovoltaic performance,JOURNAL OF ALLOYS AND COMPOUNDS,,,,,,,,,,,,"Recently, numerous efforts have been reported on improving the properties of perovskite absorber, which has a direct and significant influence on the photovoltaic performance of solar cells. In this paper, lead acetate was introduced into stoichiometric lewis acid-base perovskite precursor to prepare high-quality methylammonium lead halide (MAPbI(3)) perovskite films. The trace lead acetate can facilitate the perovskite crystallization and induce grain size growth. After introducing lead acetate, the perovskite films show higher photoluminescence intensity and longer carrier lifetime due to less traps and defects, which is attributed to the improved film properties. The impedance spectroscopy measurements reveal that the lead acetate can decrease the series resistance and recombination resistance in the perovskite solar cells. As a result, the perovskite solar cells with lead acetate achieve an improved average efficiency of 18.06% (18.86% of best efficiency) compared with 16.87% of average efficiency of the control samples without lead acetate, while the hysteresis behavior is also significantly suppressed with the lead acetate. (C) 2018 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,0925-8388,1873-4669,,,,30-Oct,2018,767,,,,,,829,837,,10.1016/j.jallcom.2018.07.190,,,,,,,,WOS:000446316500100,,,,,
J,"Huang, JC; Gu, ZW; Zhang, XQ; Wu, G; Chen, HZ",,,,"Huang, Jiachi; Gu, Zhuowei; Zhang, Xinqian; Wu, Gang; Chen, Hongzheng",,,Lead-free (CH3NH3)(3)Bi2I9 perovskite solar cells with fluorinated PDI films as organic electron transport layer,JOURNAL OF ALLOYS AND COMPOUNDS,,,,,,,,,,,,Fluorinated perylene diimide (FPDI) was used as organic electron transport material in lead-free bismuth based perovskite solar cells fabricated by sequential vacuum vapor deposition. The influences of convenient solvent treatments and substrate temperature on the morphology and structure of methylammonium bismuth (III) iodide (MA(3)Bi(2)I(9)) perovskite films were studied and the properties of the according solar cells were investigated. It was found that the power conversion efficiency of the device was 0.06% when the electron transport layer (ETL) of FPDI treated by solvent vapor annealing with chloroform and the substrate temperature at 75 degrees C. The device exhibits limited performance degradation after 17 days' storage in ambient atmosphere. The results provide the probability of utilizing FPDI as organic electron transport material in bismuth based perovskite solar cells with low toxicity and high stability. (C) 2018 Elsevier B.V. All rights reserved.,,,,,,,,,,,,,,,,,0925-8388,1873-4669,,,,30-Oct,2018,767,,,,,,870,876,,10.1016/j.jallcom.2018.07.185,,,,,,,,WOS:000446316500104,,,,,
J,"Ma, ZW; Liu, Z; Lu, SY; Wang, LR; Feng, XL; Yang, DW; Wang, K; Xiao, GJ; Zhang, LJ; Redfern, SAT; Zou, B",,,,"Ma, Zhiwei; Liu, Zhun; Lu, Siyu; Wang, Lingrui; Feng, Xiaolei; Yang, Dongwen; Wang, Kai; Xiao, Guanjun; Zhang, Lijun; Redfern, Simon A. T.; Zou, Bo",,,Pressure-induced emission of cesium lead halide perovskite nanocrystals,NATURE COMMUNICATIONS,,,,,,,,,,,,"Metal halide perovskites (MHPs) are of great interest for optoelectronics because of their high quantum efficiency in solar cells and light-emitting devices. However, exploring an effective strategy to further improve their optical activities remains a considerable challenge. Here, we report that nanocrystals (NCs) of the initially nonfluorescent zero-dimensional (OD) cesium lead halide perovskite Cs4PbBr6 exhibit a distinct emission under a high pressure of 3.01 GPa. Subsequently, the emission intensity of Cs4PbBr6 NCs experiences a significant increase upon further compression. Joint experimental and theoretical analyses indicate that such pressure-induced emission (PIE) may be ascribed to the enhanced optical activity and the increased binding energy of self-trapped excitons upon compression. This phenomenon is a result of the large distortion of [PbBr6](4-) octahedral motifs resulting from a structural phase transition. Our findings demonstrate that high pressure can be a robust tool to boost the photoluminescence efficiency and provide insights into the relationship between the structure and optical properties of OD MHPs under extreme conditions.",,,,"Redfern, Simon A T/B-3733-2010; Zou, Bo/C-6926-2008; Zhang, Lijun/F-7710-2011","Redfern, Simon A T/0000-0001-9513-0147; Zou, Bo/0000-0002-3215-1255; ",,,,,,,,,,,,2041-1723,,,,,29-Oct,2018,9,,,,,,,,4506,10.1038/s41467-018-06840-8,,,,,,,,WOS:000448575700009,30374042,,,,
