PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Pisoni, S; Stolterfoht, M; Lockinger, J; Moser, T; Jiang, Y; Caprioglio, P; Neher, D; Buecheler, S; Tiwari, AN",,,,"Pisoni, Stefano; Stolterfoht, Martin; Lockinger, Johannes; Moser, Thierry; Jiang, Yan; Caprioglio, Pietro; Neher, Dieter; Buecheler, Stephan; Tiwari, Ayodhya N.",,,On the origin of open-circuit voltage losses in flexible n-i-p perovskite solar cells,SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,,,,,,,,,,,,"The possibility to manufacture perovskite solar cells (PSCs) at low temperatures paves the way to flexible and lightweight photovoltaic (PV) devices manufactured via high-throughput roll-to-roll processes. In order to achieve higher power conversion efficiencies, it is necessary to approach the radiative limit via suppression of non-radiative recombination losses. Herein, we performed a systematic voltage loss analysis for a typical low-temperature processed, flexible PSC in n-i-p configuration using vacuum deposited C-60 as electron transport layer (ETL) and two-step hybrid vacuum-solution deposition for CH3NH3PbI3 perovskite absorber. We identified the ETL/absorber interface as a bottleneck in relation to non-radiative recombination losses, the quasi-Fermi level splitting (QFLS) decreases from similar to 1.23 eV for the bare absorber, just similar to 90 meV below the radiative limit, to similar to 1.10 eV when C-60 is used as ETL. To effectively mitigate these voltage losses, we investigated different interfacial modifications via vacuum deposited interlayers (BCP, B4PyMPM, 3TPYMB, and LiF). An improvement in QFLS of similar to 30-40 meV is observed after interlayer deposition and confirmed by comparable improvements in the open-circuit voltage after implementation of these interfacial modifications in flexible PSCs. Further investigations on absorber/hole transport layer (HTL) interface point out the detrimental role of dopants in Spiro-OMeTAD film (widely employed HTL in the community) as recombination centers upon oxidation and light exposure. [GRAPHICS] .",,,,"Buecheler, Stephan/Y-3747-2018","Buecheler, Stephan/0000-0003-0942-9965",,,,,,,,,,,,1468-6996,1878-5514,,,,31-Dec,2019,20,1,,,,,786,795,,10.1080/14686996.2019.1633952,,,,,,,,WOS:000475337000001,31447957,,,,
J,"Seok, HJ; Ali, A; Seo, JH; Lee, HH; Jung, NE; Yi, Y; Kim, HK",,,,"Seok, Hae-Jun; Ali, Azmat; Seo, Jung Hwa; Lee, Hyun Hwi; Jung, Na-Eun; Yi, Yeonjin; Kim, Han-Ki",,,ZnO:Ga-graded ITO electrodes to control interface between PCBM and ITO in planar perovskite solar cells,SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,,,,,,,,,,,,"Ga-doped ZnO (GZO)-graded layer, facilitating electron extraction from electron transport layer, was integrated on the surface of transparent indium tin oxide (ITO) cathode by using graded sputtering technique to improve the performance of planar n-i-p perovskite solar cells (PSCs). The thickness of graded GZO layer was controlled to optimize GZO-indium tin oxide (ITO) combined electrode for planar n-i-p PSCs. At optimized graded thickness of 15 nm, the GZO-ITO combined electrode showed an optical transmittance of 95%, a resistivity of 2.3 x 10(-4) Ohm cm, a sheet resistance of 15.6 Ohm/square, and work function of 4.23 eV, which is well matched with the 4.0-eV lowest unoccupied molecular orbital of [6,6]-phenyl-C-61-butyric acid methyl ester. Owing to enhanced extraction of electron by the graded GZO, the n-i-p PSC with GZO-ITO combined electrode showed higher power conversion efficiency (PCE) of 9.67% than the PCE (5.25%) of PSC with only ITO electrode without GZO-graded layer. In addition, the GZO integrated-ITO electrode acts as transparent electrode and electron extraction layer simultaneously due to graded mixing of the GZO at the surface region of ITO electrode. [GRAPHICS]",,,,,,,,,,,,,,,,,1468-6996,1878-5514,,,,31-Dec,2019,20,1,,,,,389,400,,10.1080/14686996.2019.1599695,,,,,,,,WOS:000465851000001,31068986,,,,
J,"Nair, S; Deshpande, M; Shah, V; Ghaisas, S; Jadkar, S",,,,"Nair, Shruthi; Deshpande, Mrinalini; Shah, Vaishali; Ghaisas, Subhash; Jadkar, Sandesh",,,Cs2TlBiI6: a new lead-free halide double perovskite with direct band gap,JOURNAL OF PHYSICS-CONDENSED MATTER,,,,,,,,,,,,"The recent development of halide double perovskites A2B'B '' X-6 with favorable band gaps have provided a new search direction for stable Pb-free perovskite solar cells. Here, we propose a new lead free double perovskite Cs2TlBiI6 as a potential candidate for perovskite solar cell absorber. We probe the structural, electronic and optical properties of this material through density functional theory calculations. Our calculations on this material show that Cs2TlBiI6 adopt cubic double perovskite structure with space group Fm-3m. Using PBE exchange-correlation functional we obtain direct band gap of about 1.37 eV at the centre of Brillouin zone. The direct band gap and strong optical absorption of this material in the visible energy range of solar spectrum implies that Cs2TlBiI6 can be a potential candidate for perovskite based solar cell. Our fundamental calculations on this material would open up further possibility of experimental studies on TlBi based perovskite.",,,,,,,,,,,,,,,,,0953-8984,1361-648X,,,,6-Nov,2019,31,44,,,,,,,445902,10.1088/1361-648X/ab32a5,,,,,,,,WOS:000480293800001,31389343,,,,
J,"Kuo, DW; Liu, GZ; Lee, RH",,,,"Kuo, Da-Wei; Liu, Guan-Zhi; Lee, Rong-Ho",,,Star-shaped molecule with planar triazine core and perylene diimide branches as an n-type additive for bulk-heterojunction perovskite solar cells,DYES AND PIGMENTS,,,,,,,,,,,,"A novel star-shaped molecule, TPDI, featuring a triazine unit as the core and units of a perylene diimide derivative as its conjugated branches, has been synthesized for application as an n-type additive in methylanunonium lead iodide (CH3NH3PbI3, MAPbI(3))-based bulk-heterojunction perovskite solar cells (PVSCs). The architecture of the PVSCs was indium tin oxide/poly (3,4-ethylenedioxythiophene):poly (styrene sulfonate)/MAPbI(3):TPDI/[6,6]-phenyl-C-61-butyric acid methyl ester/Ag. The star-shaped molecule TPDI was added into the MAPbI(3) layer to minimize grain boundary defects and enhance the coverage and crystal grain sizes of the perovskite film. Upon the incorporation of a suitable amount of TPDI, the defects of the perovskite crystals were compensated for, and the absorbance and electron-transfer ability of the photoactive active layer were enhanced, thereby improving the photovoltaic performance of the PVSC. An open-circuit voltage of 0.83 V, a short-circuit current of 19.2 mA cm(-2), a fill factor of 0.68, and a photoconversion efficiency of 10.84% were obtained for the TPDI-doped PVSC.",,,,,,,,,,,,,,,,,0143-7208,1873-3743,,,,NOV,2019,170,,,,,,,,UNSP 107562,10.1016/j.dyepig.2019.107562,,,,,,,,WOS:000478711200016,,,,,
J,"Shin, DH; Kim, JM; Shin, SH; Choi, SH",,,,"Shin, Dong Hee; Kim, Jong Min; Shin, Seung Hyun; Choi, Suk-Ho",,,Highly-flexible graphene transparent conductive electrode/perovskite solar cells with graphene quantum dots-doped PCBM electron transport layer,DYES AND PIGMENTS,,,,,,,,,,,,"In recent years, organic-inorganic hybrid perovskite solar cells (PSCs) have received strong attention due to their high power conversion efficiency (PCE) and low cost. Here, we first employ 3-aminopropyl triethoxysilane (APTES)-treated graphene (GR) as a transparent conductive electrode (TCE) and quantum dots (GQDs)-doped phenyl C61 butyric acid methyl ester (PCBM) as an electron transport layer (ETL) for flexible PSCs. By increasing the concentration of GQDs to 2.5 mg/L, the PCE of the PSCs with GR/APTES TCE increases up to 16.4 and 15.0% on rigid and flexible substrates, respectively due to the reduced charge recombination at the ETL/perovskite interface and improved conductivity of the ETL. The flexible PSCs exhibit excellent bending stability by maintaining similar to 80% of the original PCE even after 3000 bending cycles at a curvature radius of 4 mm, resulting from the improved flexibility by the APTES interlayer.",,,,,,,,,,,,,,,,,0143-7208,1873-3743,,,,NOV,2019,170,,,,,,,,UNSP 107630,10.1016/j.dyepig.2019.107630,,,,,,,,WOS:000478711200075,,,,,
J,"Hague, F; Yi, HM; Duan, LP; Zhang, Y; Wright, M; Conibeer, G; Uddin, A",,,,"Hague, Faiazul; Yi, Haimang; Duan, Leiping; Zhang, Yu; Wright, Matthew; Conibeer, Gavin; Uddin, Ashraf",,,Optimisation of annealing temperature for low temperature processed inverted structure Caesium Formamidinium Lead Triiodide perovskite solar cells,MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING,,,,,,,,,,,,"Hybridization of Caesium and Formamidinium is considered as a promising approach to fabricate methylammonium-free perovskites for photovoltaic applications. Typically, Cs(x)FA(1-x)PbI(3) perovskite solar cells employ the normal device structure, which incorporates a high temperature processed rigid metal oxide layer as the electron transporting layer. This increases the cost of production and limits the use of Caesium-Formamidinium based perovskites for low temperature flexible substrates. In this study, we employed low temperature processed metal oxide free planar-heterojunction Caesium Formamidinium Lead Triiodide (Cs(0.15)FA(0.85)PbI(3)) perovskites in an inverted device structure and systematically investigated the role of post deposition annealing temperature on the film and device properties. The annealing temperature was varied from 130 degrees C to 170 degrees C. The film morphology and optical and charge extraction properties of devices is found to be highly dependent on the annealing temperature. The best average power conversion efficiency of 11.72% was obtained for 150 degrees C annealing temperature. These results show that determining the optimum post deposition annealing temperature is crucial to ensure successful charge extraction from the fabricated devices in order to achieve improved performance.",,,,,,,,,,,,,,,,,1369-8001,1873-4081,,,,1-Nov,2019,102,,,,,,,,UNSP 104580,10.1016/j.mssp.2019.06.015,,,,,,,,WOS:000477637200003,,,,,
J,"You, J; Guo, F; Qiu, SD; He, WX; Wang, C; Liu, XH; Xu, WJ; Mai, YH",,,,"You, Jiang; Guo, Fei; Qiu, Shudi; He, Wenxin; Wang, Chuan; Liu, Xianhu; Xu, Weijian; Mai, Yaohua",,,The fabrication of homogeneous perovskite films on non-wetting interfaces enabled by physical modification,JOURNAL OF ENERGY CHEMISTRY,,,,,,,,,,,,"Conjugated polymers are commonly used as effective hole transport materials (HTMs) for preparation of high-performance perovskite solar cells. However, the hydrophobic nature of these materials renders it difficult to deposit photovoltaic perovskite layers on top via solution processing. In this article, we report a generic surface modification strategy that enables the deposition of uniform and dense perovskite films on top of non-wetting interfaces. In contrast to the previous proposed chemical modifications which might alter the optoelectronic properties of the interfacial layers, we realized a nondestructive surface modification enabled by introducing a layer of insulating mesoporous aluminum oxide (Al2O3). The surface energies of the typical non-wetting hole-transport layers (PTAA, P3HT, and Poly-TPD) were significantly reduced by the Al2O3 modification. Benefiting from the intact optoelectronic properties of the HTMs, perovskite solar cells deposited on these interface materials show full open-circuit voltages (V-OC) with high fill factors (FF) up to 80%. Our method provides an effective avenue for exploiting the full potential of the existing as well as newly developed non-wetting interface materials for the fabrication of high-performance inverted perovskite solar cells. (C) 2019 Science Press and Dalian Institute of Chemical Physics, Chinese Academy of Sciences. Published by Elsevier B.V. and Science Press. All rights reserved.",,,,,,,,,,,,,,,,,2095-4956,,,,,NOV,2019,38,,,,,,192,198,,10.1016/j.jechem.2019.03.033,,,,,,,,WOS:000477704600026,,,,,
J,"Wang, D; Zheng, JM; Wang, XZ; Gao, JS; Kong, WG; Cheng, C; Xu, BM",,,,"Wang, Deng; Zheng, Jiming; Wang, Xingzhu; Gao, Jishu; Kong, Weiguang; Cheng, Chun; Xu, Baomin",,,Improvement on the performance of perovskite solar cells by doctor-blade coating under ambient condition with hole-transporting material optimization,JOURNAL OF ENERGY CHEMISTRY,,,,,,,,,,,,"Numerous fabrication methods have been developed for high-efficiency perovskite solar cells (PSCs). However, these are limited to spin-coating processes in a glove box and are yet to be commercialized. Therefore, there is a need to develop a controllable and scalable deposition technique that can be carried out under ambient conditions. Even though the doctor-blade coating technique has been widely used to prepare PSCs, it is yet to be applied to high-efficiency PSCs under ambient conditions (RH similar to 45%, RT similar to 25 degrees C). In this study, we conducted blade-coating fabrication of modified high-efficiency PSCs under such conditions. We controlled the substrate temperature to ensure phase transition of perovskite and added dimethyl sulfoxide (DMSO) to the perovskite precursor solution to delay crystallization, which can facilitate the formation of uniform perovskite films by doctor-blade coating. The as-prepared perovskite films had large crystal domains measuring up to 100 mu m. Solar cells prepared from these films exhibited a current density that was enhanced from 17.22 to 19.98 mA/cm(2) and an efficiency that was increased from 10.98% to 13.83%. However, the open-circuit voltage was only 0.908 V, probably due to issues with the hole-transporting layer. Subsequently, we replaced poly(3,4-ethylenedioxythiophene) polystyrene sulfonate (PEDOT:PSS) with NiOx as the hole-transporting material and then prepared higher-quality perovskite films by blade-coating under ambient conditions. The as-prepared perovskite films were preferably orientated and had large crystal domains measuring up to 200 mu m; The open-circuit voltage of the resulting PSCs was enhanced from 0.908 to 1.123V, while the efficiency increased from 13.83% to 15.34%. (C) 2019 Science Press and Dalian Institute of Chemical Physics, Chinese Academy of Sciences. Published by Elsevier B.V. and Science Press. All rights reserved.",,,,"Xu, Baomin/B-9955-2018","Xu, Baomin/0000-0002-2868-0613",,,,,,,,,,,,2095-4956,,,,,NOV,2019,38,,,,,,207,213,,10.1016/j.jechem.2019.03.023,,,,,,,,WOS:000477704600028,,,,,
J,"Kuznetsov, VN; Glazkova, NI; Mikhaylov, RV; Murashkina, AA; Serpone, N",,,,"Kuznetsov, V. N.; Glazkova, N., I; Mikhaylov, R., V; Murashkina, A. A.; Serpone, N.",,,Advanced diffuse reflectance spectroscopy for studies of photochromic/photoactive solids,JOURNAL OF PHYSICS-CONDENSED MATTER,,,,,,,,,,,,"The present article reports novel opportunities of diffuse reflectance (DR) spectroscopy extended through the use of a cryostat accessory for UV-vis-NIR spectrophotometers to investigate temperature dependences of DR spectra at the fundamental absorption edge of semiconductors at T = 90-600K. Examined are rutile TiO2, a photochromic rutile TiO2 with strong absorption in the visible region, and the halide double perovskite Cs2AgBiBr6 that exhibited two optical band-to-band transitions in low-temperature DR spectra. Also reported are DR spectral and kinetics measurements of the separation of photogenerated charge carriers in various trap sites, their thermostimulated detrapping and their recombination in two different photochromic materials. The similarity between absorption and temperature-programmed annealing (TPA) spectra induced in the UV and Vis regions yielded physical evidence of the photo-formation of charge carriers upon Vis-light excitation of intrinsic defects (F-type centers) in yellow rutile TiO2. High-temperature oxidative/reductive treatments of samples, together with spectral and kinetics measurements were performed in situ with the accessory. Results led to assigning color centers in yellow TiO2 to Ti3+ centers as deep electron traps, and to the establishment of several types of Ti3+-based color centers that include extra-negatively charged Ti delta+ centers (3 > delta > 2). Photochromic occurrences are also elucidated in the Bi-doped perovskite CsPbBr3 under illumination in the region of intrinsic absorption and annealing of photoinduced absorption at T = 200-400K. These phenomena are described in terms of the photogeneration of charge carriers followed by their trapping, which yielded Bi-related electron color centers responsible for the photoinduced absorption and for the thermostimulated detrapping of photoholes that ultimately recombine with the trapped electrons. The establishment of photochromism in the perovskites may lead to a further understanding of photoinduced and dark reversible phenomena in halide perovskites and halide perovskite-based solar cells.",,,,"Glazkova, Nadezhda/N-7266-2013","Glazkova, Nadezhda/0000-0002-9033-1123; Serpone, Nick/0000-0003-0236-9795",,,,,,,,,,,,0953-8984,1361-648X,,,,23-Oct,2019,31,42,,,,,,,424001,10.1088/1361-648X/ab2bab,,,,,,,,WOS:000476903100001,31226703,,,,
J,"Wang, XY; Li, H; Zhu, XT; Xia, MZ; Tao, T; Leng, BX; Xu, W",,,,"Wang, Xiuyu; Li, Heng; Zhu, Xuantong; Xia, Mengzhen; Tao, Tao; Leng, Binxin; Xu, Wen",,,"Improving ethanol sensitivity of ZnSnO3 sensor at low temperature with multi-measures: Mg doping, nano-TiO2 decoration and UV radiation",SENSORS AND ACTUATORS B-CHEMICAL,,,,,,,,,,,,"A kind of ZnSn(OH)(6) crystalline precursor composed of micro- and nano-sized particles with two different morphologies was synthesized by co-precipitation method with the presence of triethanolamine (TEOA) as functional reagent. Zn1-xMgxSn(OH)(6) samples (0 <= x <= 0.5) were prepared by doping Mg2+ ions in the synthesis process of ZnSn(OH)(6) precursor. Experimental results reveal that both the morphology and size of ZnSn(OH)(6) particles can be changed by TEOA and Mg2+ ions, but not changed by dehydration at high temperature with the formation of Zn1-xMgxSnO3 samples. When x is 0.1, the effect of Mg2+ ions on the morphology and size of ZnSn(OH)(6) particles is not remarkable, but the ethanol sensitivity of the resulting ZnSnO3 sample at a low temperature of 80 degrees C is significantly improved by Mg2+ ions at the conditions of nano-TiO2 decoration and UV radiation. The ethanol response of the composite sample (ZM(0.1)SO-T-10) is as high as ca. 149 at 500 ppm concentration, and its corresponding response and recovery time is about 4 s and 80 s, respectively. Furthermore, the sensor with ZM(0.1)SO-T-10 also shows a good selectivity and long-term stability. Possible reasons for the superior ethanol sensitivity at low temperature were discussed.",,,,,,,,,,,,,,,,,,0925-4005,,,,15-Oct,2019,297,,,,,,,,UNSP 126745,10.1016/j.snb.2019.126745,,,,,,,,WOS:000478562700057,,,,,
