PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Wang, EQ; Chen, P; Yin, XT; Gao, BW; Que, WX",,,,"Wang, Enqi; Chen, Peng; Yin, Xingtian; Gao, Bowen; Que, Wenxiu",,,Boosting efficiency of planar heterojunction perovskite solar cells by a low temperature TiCl4 treatment,JOURNAL OF ADVANCED DIELECTRICS,,,,,,,,,,,,"It is well known that electron transport layer (ETL) plays an indispensable role in the planar heterojunction perovskite solar cells (PSCs). TiO2 is widely used as an ETL material due to its excellent transport properties, however, the presence of defects in the TiO2 layer diminishes the power conversion efficiency (PCE) of the devices. Herein, we introduce a method of low-temperature TiCl4 treatment to deposit a TiOx layer on the surface of TiO2 film, which can effectively passivate trap states at the TiO2 surface. Moreover, the treating process is optimized to be 30 min using a 40mM TiCl4 aqueous solution. Benefiting from this, we obtain the champion device with the highest PCE of 18.47%, which is mainly due to the reduction of surface defects and the deposition of the well-crystallized perovskite films. Besides, the modified PSCs exhibit an average PCE of 17.59%, which is much better than the control devices.",,,,,,,,,,,,,,,,,2010-135X,2010-1368,,,,APR,2018,8,2,,,,,,,UNSP 1850009,10.1142/S2010135X18500091,,,,,,,,WOS:000432041900004,,,,,
J,"Nishihara, Y; Chikamatsu, M; Kazaoui, S; Miyadera, T; Yoshida, Y",,,,"Nishihara, Yoshihiko; Chikamatsu, Masayuki; Kazaoui, Said; Miyadera, Tetsuhiko; Yoshida, Yuji",,,Influence of O-2 plasma treatment on NiOx layer in perovskite solar cells,JAPANESE JOURNAL OF APPLIED PHYSICS,,,,,International Conference on Solid State Devices and Materials (SSDM),"SEP 19-22, 2017","Sendai, JAPAN",Japan Soc Appl Phys,,,,"We fabricated perovskite solar cells (PSCs) with an inverted p-i-n planar structure using a NiOx film as a hole-transporting layer. Since the surface of the NiOx film fabricated by sputtering is hydrophobic, O-2 plasma treatment under various conditions was performed to improve its wettability. Water contact angles after the treatment under both normal and weak conditions on the NiOx film reached approximately 15 degrees. After the treatment, the valence band level of the NiOx film was deeper by about 0.15 eV. The maximum efficiency of the NiOx-based device under the optimized O-2 plasma condition reached 12.3%. (c) 2018 The Japan Society of Applied Physics.",,,,"Miyadera, Tetsuhiko/M-5640-2018; Chikamatsu, Masayuki/L-5722-2018; Yoshida, Yuji/L-3531-2018; KAZAOUI, SAID/K-6686-2018; KAZAOUI, Said/O-9580-2019","Miyadera, Tetsuhiko/0000-0002-3661-8297; Chikamatsu, Masayuki/0000-0002-5128-3130; Yoshida, Yuji/0000-0002-3302-3140; KAZAOUI, SAID/0000-0002-2295-5874; KAZAOUI, Said/0000-0002-2295-5874",,,,,,,,,,,,0021-4922,1347-4065,,,,APR,2018,57,4,,,SI,,,,04FS07,10.7567/JJAP.57.04FS07,,,,,,,,WOS:000430981800181,,,,,
J,"Khenkin, MV; Anoop, KM; Visoly-Fisher, I; Galagan, Y; Di Giacomo, F; Patil, BR; Sherafatipour, G; Turkovic, V; Rubahn, HG; Madsen, M; Merckx, T; Uytterhoeven, G; Bastos, JPA; Aernouts, T; Brunetti, F; Lira-Cantu, M; Katz, EA",,,,"Khenkin, Mark V.; Anoop, K. M.; Visoly-Fisher, Iris; Galagan, Yulia; Di Giacomo, Francesco; Patil, Bhushan Ramesh; Sherafatipour, Golnaz; Turkovic, Vida; Rubahn, Horst-Gunter; Madsen, Morten; Merckx, Tamara; Uytterhoeven, Griet; Bastos, Joao P. A.; Aernouts, Tom; Brunetti, Francesca; Lira-Cantu, Monica; Katz, Eugene A.",,,Reconsidering figures of merit for performance and stability of perovskite photovoltaics,ENERGY & ENVIRONMENTAL SCIENCE,,,,,,,,,,,,"The development of hybrid organic-inorganic halide perovskite solar cells (PSCs) that combine high performance and operational stability is vital for implementing this technology. Recently, reversible improvement and degradation of PSC efficiency have been reported under illumination-darkness cycling. Quantifying the performance and stability of cells exhibiting significant diurnal performance variations is challenging. We report the outdoor stability measurements of two types of devices showing either reversible photo-degradation or reversible efficiency improvement under sunlight. Instead of the initial (or stabilized) efficiency and T-80 as the figures of merit for the performance and stability of such devices, we propose using the value of the energy output generated during the first day of exposure and the time needed to reach its 20% drop, respectively. The latter accounts for both the long-term irreversible degradation and the reversible diurnal efficiency variation and does not depend on the type of process prevailing in a given perovskite cell.",,,,"Engmann, Vida/O-7613-2018; Galagan, Yulia/C-2155-2015; Khenkin, Mark V/F-1917-2014; Visoly-Fisher, Iris/F-1534-2012; Di Giacomo, Francesco/U-3316-2017; Madsen, Morten/K-8597-2012","Engmann, Vida/0000-0001-5608-1362; Galagan, Yulia/0000-0002-3637-5459; Khenkin, Mark V/0000-0001-9201-0238; Visoly-Fisher, Iris/0000-0001-6058-4712; Di Giacomo, Francesco/0000-0002-2489-5385; Madsen, Morten/0000-0001-6503-0479",,,,,,,,,,,,1754-5692,1754-5706,,,,1-Apr,2018,11,4,,,,,739,743,,10.1039/c7ee02956j,,,,,,,,WOS:000430537000002,,,,,
J,"Luan, SZ; Wang, YC; Liu, YT; Jia, RX",,,,"Luan, Su-Zhen; Wang, Yu-Cheng; Liu, Yin-Tao; Jia, Ren-Xu",,,Effect of depositing PCBM on perovskite-based metal-oxide-semiconductor field effect transistors,CHINESE PHYSICS B,,,,,,,,,,,,"In this manuscript, the perovskite-based metal-oxide-semiconductor field effect transistors (MOSFETs) with phenyl-C-61-butyric acid methylester (PCBM) layers are studied. The MOSFETs are fabricated on perovskites, and characterized by photoluminescence spectra (PL), x-ray diffraction (XRD), and x-ray photoelectron spectroscopy (XPS). With PCBM layers, the current-voltage hysteresis phenomenon is effetely inhibited, and both the transfer and output current values increase. The band energy diagrams are proposed, which indicate that the electrons are transferred into the PCBM layer, resulting in the increase of photocurrent. The electron mobility and hole mobility are extracted from the transfer curves, which are about one order of magnitude as large as those of PCBM deposited, which is the reason why the electrons are transferred into the PCBM layer and the holes are still in the perovskites, and the effects of ionized impurity scattering on carrier transport become smaller.",,,,,,,,,,,,,,,,,1674-1056,1741-4199,,,,APR,2018,27,4,,,,,,,47208,10.1088/1674-1056/27/4/047208,,,,,,,,WOS:000430619900008,,,,,
J,"Mantulnikovs, K; Glushkova, A; Matus, P; Ciric, L; Kollar, M; Forro, L; Horvath, E; Sienkiewicz, A",,,,"Mantulnikovs, Konstantins; Glushkova, Anastasiia; Matus, Peter; Ciric, Luka; Kollar, Marton; Forro, Laszlo; Horvath, Endre; Sienkiewicz, Andrzej",,,"Morphology and Photoluminescence of CH3NH3PbI3 Deposits on Nonplanar, Strongly Curved Substrates",ACS PHOTONICS,,,,,,,,,,,,"Organic inorganic metal halide perovskites have recently attracted increasing attention as highly efficient light harvesting materials for photovoltaic applications. The solution processability of these materials is one of their major advantages on the route toward fabrication of low-cost solar cells and optoelectronic devices. However, the precise control of crystallization and morphology of organometallic perovskites deposited from solutions, considered crucial for enhancing the final photovoltaic performance, still remains challenging. In this context, here, we report on growing microcrystalline deposits of methylammonium lead triiodide perovskite, CH3NH3PbI3 (MAPbI(3)), by one-step solution casting on cylinder-shaped quartz substrates (rods) having diameters in the range of 80 to 1800 mu m. We show that the substrate curvature has a strong influence on morphology of the obtained polycrystalline deposits of MAPbI(3). Specifically, a marked size reduction of MAPbI(3) microcrystallites concomitant with an increased crystal packing density was observed with increasing the substrate curvatures. In contrast, although the crystallite width and length markedly decreased for substrates with higher curvatures, the photoluminescence (PL) spectral peak positions did not significantly evolve for MAPbI(3) deposits on substrates with different diameters. The crystallite size reduction and a denser coverage of microcrystalline MAPbI(3) deposits on cylinder-shaped substrates with higher curvatures were attributed to two major contributions, both related to the annealing step of the MAPbI(3) deposits. In particular, the diameter-dependent variability of the heat capacities and the substrate curvature-enhanced solvent evaporation rate seemed to contribute the most to the crystallization process and the resulting morphology changes of MAPbI(3) deposits on cylinder-shaped quartz substrates with various diameters. The longitudinal geometry of cylinder-shaped substrates provided also a facile solution for checking the PL response of the deposits of MAPbI(3) exposed to the flow of various gaseous media, such as oxygen (O-2), nitrogen (N-2), and argon (Ar). Specifically, under excitation with lambda(exc) = 546 nm, the rapid and pronounced decreases and increases of PL signals were observed under intermittent subsequent exposures to O-2 and N-2, respectively. Overall, the approach reported herein inspires novel, cylinder-shaped geometries of MAPbI(3) deposits, which can find applications in low-cost photo-optical devices, including gas sensors.",,,,"Matus, Peter/B-6582-2008","Matus, Peter/0000-0002-6076-3881; Sienkiewicz, Andrzej/0000-0003-3527-7379",,,,,,,,,,,,2330-4022,,,,,APR,2018,5,4,,,,,1476,1485,,10.1021/acsphotonics.7b01496,,,,,,,,WOS:000430642500042,,,,,
J,"Yangui, A; Pillet, S; Bendeif, E; Lusson, A; Triki, S; Abid, Y; Boukheddaden, K",,,,"Yangui, Aymen; Pillet, Sebastien; Bendeif, El-Eulmi; Lusson, Alain; Triki, Smail; Abid, Younes; Boukheddaden, Kamel",,,Broadband Emission in a New Two-Dimensional Cd-Based Hybrid Perovskite,ACS PHOTONICS,,,,,,,,,,,,"Organic inorganic hybrid perovskites (OIHP) are developing rapidly as high-performance semiconductors for solid-state solar cells and light emitting devices. Recently, lead-halide two-dimensional (2D) OIHP were found to present bright broadband visible emission, thus, highlighting their potential as single component white-light (WL) emitters. This contribution deals with the preparation of a new Cd-based 2D hybrid perovskite, of the chemical formula (C6H11NH3)(2)CdBr4 (abbreviated as compound 1), of which structural and optical properties have been studied and analyzed. Room temperature optical absorption (OA) measurements, performed on spin-coated film of compound 1, revealed a sharp excitonic absorption peak at 3.24 eV, and a large exciton binding energy of 377 meV, estimated from low temperature OA spectrum. Upon 325 nm irradiation, compound 1 showed a very broadband WL emission consisting of one peak at 2.94 eV, attributed to exciton confined in the [CdBr4](2-) inorganic layers, and a second peak at 2.53 eV resulting from the cydohexylammonium cations emission. Temperature dependence of PL spectra evidenced anomalous behavior accompanied by singularities around 50 and 150 K in the integrated intensity, the full width at half-maximum and the PL peaks positions. These singularities have been traced back to structural phase transitions, from temperature dependence powder and single crystal X-ray diffraction investigations, from which strong correlations had emerged between the structural distortion of the CdBr6 pseudo-octahedron and the broadening characteristics of the WL emission band. These hitherto unrecognized properties turn this and similar OIHP into perspective candidates for potential applications as WL-emitting diodes.",,,,"YANGUI, Aymen/K-2973-2017","YANGUI, Aymen/0000-0002-6695-972X; Triki, Smail/0000-0003-0130-7461; BOUKHEDDADEN, KAMEL/0000-0003-0464-1609",,,,,,,,,,,,2330-4022,,,,,APR,2018,5,4,,,,,1599,1611,,10.1021/acsphotonics.8b00052,,,,,,,,WOS:000430642500057,,,,,
J,"Daskeviciute, S; Sakai, N; Franckevicius, M; Daskeviciene, M; Magomedov, A; Jankauskas, V; Snaith, HJ; Getautis, V",,,,"Daskeviciute, Sarune; Sakai, Nobuya; Franckevicius, Marius; Daskeviciene, Maryte; Magomedov, Artiom; Jankauskas, Vygintas; Snaith, Henry J.; Getautis, Vytautas",,,"Nonspiro, Fluorene-Based, Amorphous Hole Transporting Materials for Efficient and Stable Perovskite Solar Cells",ADVANCED SCIENCE,,,,,,,,,,,,"Novel nonspiro, fluorene-based, small-molecule hole transporting materials (HTMs) V1050 and V1061 are designed and synthesized using a facile three-step synthetic route. The synthesized compounds exhibit amorphous nature with a high glass transition temperature, a good solubility, and decent thermal stability. The planar perovskite solar cells (PSCs) employing V1050 generated an excellent power conversion efficiency of 18.3%, which is comparable to 18.9% obtained with the state-of-the-art Spiro-OMeTAD. Importantly, the devices based on V1050 and V1061 show better stability compared to devices based on Spiro-OMeTAD when aged without any encapsulation under uncontrolled humidity conditions (relative humidity around 60%) in the dark and under continuous full sun illumination.",,,,"Magomedov, Artiom/J-6366-2017; Franckevicius, Marius/H-9546-2012; Snaith, Henry J/A-7367-2016","Magomedov, Artiom/0000-0003-3159-1870; Snaith, Henry J/0000-0001-8511-790X; Getautis, Vytautas/0000-0001-7695-4677",,,,,,,,,,,,2198-3844,,,,,APR,2018,5,4,,,,,,,1700811,10.1002/advs.201700811,,,,,,,,WOS:000430460200024,29721427,,,,
J,"Lin, QQ; Wang, ZP; Snaith, HJ; Johnston, MB; Herz, LM",,,,"Lin, Qianqian; Wang, Zhiping; Snaith, Henry J.; Johnston, Michael B.; Herz, Laura M.",,,Hybrid Perovskites: Prospects for Concentrator Solar Cells,ADVANCED SCIENCE,,,,,,,,,,,,"Perovskite solar cells have shown a meteoric rise of power conversion efficiency and a steady pace of improvements in their stability of operation. Such rapid progress has triggered research into approaches that can boost efficiencies beyond the Shockley-Queisser limit stipulated for a single-junction cell under normal solar illumination conditions. The tandem solar cell architecture is one concept here that has recently been successfully implemented. However, the approach of solar concentration has not been sufficiently explored so far for perovskite photovoltaics, despite its frequent use in the area of inorganic semiconductor solar cells. Here, the prospects of hybrid perovskites are assessed for use in concentrator solar cells. Solar cell performance parameters are theoretically predicted as a function of solar concentration levels, based on representative assumptions of charge-carrier recombination and extraction rates in the device. It is demonstrated that perovskite solar cells can fundamentally exhibit appreciably higher energy-conversion efficiencies under solar concentration, where they are able to exceed the Shockley-Queisser limit and exhibit strongly elevated open-circuit voltages. It is therefore concluded that sufficient material and device stability under increased illumination levels will be the only significant challenge to perovskite concentrator solar cell applications.",,,,"Snaith, Henry J/A-7367-2016; Johnston, Michael/B-9813-2008; Herz, Laura/B-9789-2008","Snaith, Henry J/0000-0001-8511-790X; Johnston, Michael/0000-0002-0301-8033; Herz, Laura/0000-0001-9621-334X; Wang, Zhiping/0000-0002-3081-0472",,,,,,,,,,,,2198-3844,,,,,APR,2018,5,4,,,,,,,1700792,10.1002/advs.201700792,,,,,,,,WOS:000430460200027,29721426,,,,
J,"Salado, M; Shirzadi, E; Kazim, S; Fei, ZF; Nazeeruddin, MK; Dyson, PJ; Ahmad, S",,,,"Salado, Manuel; Shirzadi, Erfan; Kazim, Samrana; Fei, Zhaofu; Nazeeruddin, Mohammad Khaja; Dyson, Paul J.; Ahmad, Shahzada",,,Oxazolium Iodide Modified Perovskites for Solar Cell Fabrication,CHEMPLUSCHEM,,,,,,,,,,,,"Perovskites solar cells are gaining interest due to their attractive solar-to-electricity conversion efficiencies; however, they suffer from certain problems, such as suboptimal ion migration and stability issues. We report here on the inclusion of a phenyloxazolium salt (2-phenyl-3-methyloxazolium iodide) in perovskite solar cells based on methyl ammonium lead triiodide (MAPbI(3)). The fabricated solar cells not only displayed improved photovoltaic properties, but importantly the oxazolium cations can protect the perovskite layers from UV exposure as they down-convert electromagnetic irradiation; that is, the photons in the UV are absorbed and re-emitted at a different wavelength. The loading of 2-phenyl-3-methyloxazolium iodide in the perovskite precursor solution was optimized, the resulting perovskite films characterized, and the solar cells fabricated from them evaluated for their performance. Overall, this simple approach serves to optimize the performance parameters of perovskites films for solar cell applications.",,,,,"Dyson, Paul/0000-0003-3117-3249",,,,,,,,,,,,2192-6506,,,,,APR,2018,83,4,,,SI,,279,284,,10.1002/cplu.201700471,,,,,,,,WOS:000430282600014,,,,,
J,"Kumari, N; Patel, SR; Gohel, JV",,,,"Kumari, Nitu; Patel, Sanjaykumar R.; Gohel, Jignasa V.",,,Optical and structural properties of ZnO thin films prepared by spray pyrolysis for enhanced efficiency perovskite solar cell application,OPTICAL AND QUANTUM ELECTRONICS,,,,,,,,,,,,"In the present study, ZnO thin films are prepared successfully by simple and flexible spray pyrolysis technique on fluorine doped tin oxide glass substrate. The thermal spray deposition process is optimized by varying all the major parameters simultaneously: (1) precursor concentration; (2) substrate temperature; (3) carrier gas pressure; and (4) solution flow rate. Optical, structural and morphological properties are appropriately studied in detail. Most influencing parameters were observed to be the precursor concentration and substrate temperature, affecting film thickness, roughness, the band gap, and efficiency. It is confirmed that prepared films are uniform and crystalline in nature with a preferred orientation in (002) plane. The optical band gap is favourably in the range of 3.0-3.2 eV. At optimum conditions, the appropriate band gap (3.05 eV), thickness (89 nm) and roughness (2.38 nm) is achieved. The prepared films are consequently applied for perovskite solar cell preparation. Additionally, CuI (low-cost hole transport material) and carbon (counter electrode) are utilized. The efficiency of the device at optimum conditions is obtained to be maximum (3.21%). Maximum open circuit voltage (0.52 V), the maximum short circuit current (10.11 mA cm(-2)) and maximum fill factor (61%) is also achieved by the optimum device.",,,,,,,,,,,,,,,,,0306-8919,1572-817X,,,,APR,2018,50,4,,,,,,,180,10.1007/s11082-018-1376-5,,,,,,,,WOS:000430078600001,,,,,
