PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Tian, HN",,,,"Tian, Haining",,,"Solid-state p-type dye-sensitized solar cells: progress, potential applications and challenges",SUSTAINABLE ENERGY & FUELS,,,,,,,,,,,,"The fabrication of solid-state p-type dye-sensitized solar cells (p-ssDSCs) using electron transport materials instead of the conventional I-/I-3(-) redox couple in liquid devices can completely eliminate the liquid phase and enhance the photovoltage. The performance of p-ssDSCs has been improved by optimizing the dyes and electron-transport materials. Moreover, p-ssDSCs provide a possibility to fabricate solid-state tandem dye-sensitized solar cells and show promising application in dye-sensitized solar fuel devices as well. Herein, the development of p-ssDSCs has been overviewed, their potential applications have been discussed, and the challenges remaining in p-ssDSCs have been highlighted.",,,,,,,,,,,,,,,,,2398-4902,,,,,1-Apr,2019,3,4,,,,,888,898,,10.1039/c8se00581h,,,,,,,,WOS:000467219500001,,,,,
J,"Yang, W; Xia, B; Lu, JC; Yang, PZ; Chen, XB",,,,"Yang, Wen; Xia, Bin; Lu, Jiacheng; Yang, Peizhi; Chen, Xiaobo",,,Synthesis of Porous NiMo Sulfide Microspheres for High-Performance Dye-Sensitized Solar Cells and Supercapacitor,NANO,,,,,,,,,,,,"Novel hierarchical porous NiMoS4 microspheres with high electrochemical performance was successfully prepared using a facile one-step hydrothermal method. The dual application of porous NiMoS4 microspheres in energy harvesting and storage (i.e., dye-sensitized solar cells (DSSCs) and supercapacitors (SCs), respectively) is explored. In contrast to NiS2 nanosheets, MoS2 nanosheets and Pt counter electrodes (CEs), the NiMoS4 microspheres CE demonstrated the lowest charge transfer resistance and highest electrocatalytic activity for the I-3(-)/I- redox couple reaction. The NiMoS4-based DSSC showed a higher power conversion efficiency (8.9%) even than that of Pt-based DSSC (8.7%) under simulated standard global AM 1.5 G sunlight (100 mW cm(-2)). As an electroactive material for SCs, the assembled NiMoS4//AC asymmetric supercapacitor showed excellent specific capacitance (118.7 F g(-1) at 1 A g(-1)), high energy density of 42.2 Wh kg(-1) (with a power density of 799.2 W kg(-1)), and superior cycling durability with a specific capacitance retention of 79.5% after 9000 cycles at 3 A g(-1).",,,,,"Chen, Xiaobo/0000-0003-1415-3422",,,,,,,,,,,,1793-2920,1793-7094,,,,APR,2019,14,4,,,,,,,1950048,10.1142/S1793292019500486,,,,,,,,WOS:000466876700011,,,,,
J,"Cadranel, A; Margraf, JT; Strauss, V; Clark, T; Guldi, DM",,,,"Cadranel, Alejandro; Margraf, Johannes T.; Strauss, Volker; Clark, Timothy; Guldi, Dirk M.",,,Carbon Nanodots for Charge-Transfer Processes,ACCOUNTS OF CHEMICAL RESEARCH,,,,,,,,,,,,"CONSPECTUS: In recent years, carbon nanodots (CNDs) have emerged as an environmentally friendly, biocompatible, and inexpensive class of material, whose features sparked interest for a wide range of applications. Most notable is their photoactivity, as exemplified by their strong luminescence. Consequently, CNDs are currently being investigated as active components in photocatalysis, sensing, and optoelectronics. Charge-transfer interactions are common to all these areas. It is therefore essential to be able to fine-tune both the electronic structure of CNDs and the electronic communication in CND-based functional materials. The complex, but not completely deciphered, structure of CNDs necessitates, however, a multifaceted strategy to investigate their fundamental electronic structure and to establish structure-property relationships. Such investigations require a combination of spectroscopic methods, such as ultrafast transient absorption and fluorescence up-conversion techniques, electrochemistry, and modeling of CNDs, both in the absence and presence of other photoactive materials. Only a sound understanding of the dynamics of charge transfer, charge shift, charge transport, etc., with and without light makes much-needed improvements in, for example, photocatalytic processes, in which CNDs are used as either photosensitizers or catalytic centers, possible. This Account addresses the structural, photophysical, and electrochemical properties of CNDs, in general, and the charge transfer chemistry of CNDs, in particular. Pressure-synthesized CNDs (pCNDs), for which citric acid and urea are used as inexpensive and biobased precursor materials, lie at the center of attention. A simple microwave-assisted thermolytic reaction, performed in sealed vessels, yields pCNDs with a fairly homogeneous size distribution of similar to 1-2 nm. The narrow and excitation independent photoluminescence of pCNDs contrasts with that seen in CNDs synthesized by other techniques, making pCNDs optimal for in-depth physicochemical analyses. The atomistic and electronic structures of CNDs were also analyzed by quantum chemical modeling approaches that led to a range of possible structures, ranging from heavily functionalized, graphene-like structures to disordered amorphous particles containing small sp(2) domains. Both the electron-accepting and-donating performances of CNDs make the charge-transfer chemistry of CNDs rather versatile. Both covalent and noncovalent synthetic approaches have been explored, resulting in architectures of various sizes. CNDs, for example, have been combined with molecular materials ranging from electron-donating porphyrins and extended tetrathiafulvalenes to electron-accepting perylendiimides, or nanocarbon materials such as polymer-wrapped single-walled carbon nanotubes. In every case, charge-separated states formed as part of the reaction cascades initiated by photoexcitation. Charge-transfer assemblies including CNDs have also played a role in technological applications: for example, a proof-of-concept dye-sensitized solar cell was designed and tested, in which CNDs were adsorbed on the surface of mesoporous anatase TiO2. The wide range of reported electron-donor acceptor systems documents the versatility of CNDs as molecular building blocks, whose electronic properties are tunable for the needs of emerging technologies.",,,,,"Clark, Timothy/0000-0001-7931-4659",,,,,,,,,,,,0001-4842,1520-4898,,,,APR,2019,52,4,,,,,955,963,,10.1021/acs.accounts.8b00673,,,,,,,,WOS:000465189800012,30882201,,,,
J,"Zhang, JX; Wang, ZP; Li, XL; Yang, J; Song, CH; Li, YP; Cheng, JL; Guan, Q; Wang, B",,,,"Zhang, Junxiang; Wang, Zhuanpei; Li, Xuelian; Yang, Jie; Song, Chenhui; Li, Yongpeng; Cheng, Jianli; Guan, Qun; Wang, Bin",,,Flexible Platinum-Free Fiber-Shaped Dye Sensitized Solar Cell with 10.28% Efficiency,ACS APPLIED ENERGY MATERIALS,,,,,,,,,,,,"The fiber-shaped dye sensitized solar cell represents a promising flexible power conversion system for next generation wearable electronics due to its facile preparation, lightweight, and good weavability. However, the use of fiber-shaped dye sensitized solar cells is largely limited by their low power conversion efficiency and flexibility. Herein, a flexible Pt-free fiber-shaped dye sensitized solar cell with a high power conversion efficiency of 10.28% is fabricated, by sequentially growing polyaniline layers and Co0.85Se nanosheets on the surface of carbon fibers as the counter electrodes and TiO2 nanotubes grown on the Ti wire as the photoanode. The polyaniline layer can not only work as the nucleation sites for the following deposition of the Co Se-0.85 nanosheets but also act as the catalytic sites with large specific surface area to further improve the catalytic activity and reduce the charge transfer resistance, while the Co0.85Se nanosheets can further improve the electrocatalytic activity for the transition of I-/I-3(-), leading to a remarkably enhanced photovoltaic performance of the cell. This result provides a new design strategy for high-performance flexible fiber-shaped dye sensitized solar cells.",,,,"; Wang, Bin/F-9677-2012","Zhang, Junxiang/0000-0002-6399-7739; Wang, Bin/0000-0001-7104-4543",,,,,,,,,,,,2574-0962,,,,,APR,2019,2,4,,,,,2870,2877,,10.1021/acsaem.9b00207,,,,,,,,WOS:000465644600064,,,,,
J,"Zhang, L; Yang, XC; Wang, WH; Gurzadyan, GG; Li, JJ; Li, XX; An, JC; Yu, Z; Wang, HX; Cai, B; Hagfeldt, A; Sun, LC",,,,"Zhang, Li; Yang, Xichuan; Wang, Weihan; Gurzadyan, Gagik G.; Li, Jiajia; Li, Xiaoxin; An, Jincheng; Yu, Ze; Wang, Haoxin; Cai, Bin; Hagfeldt, Anders; Sun, Licheng",,,13.6% Efficient Organic Dye-Sensitized Solar Cells by Minimizing Energy Losses of the Excited State,ACS ENERGY LETTERS,,,,,,,,,,,,"The electron-injection energy losses of dye-sensitized solar cells (DSSCs) are among the fundamental problems hindering their successful breakthrough application. Two triazatruxene (TAT)-based sensitizers, with one containing a flexible Z-type double bond and another a rigid single bond, coded as ZL001 and ZL003, respectively, have been synthesized and applied in DSSCs to probe the energy losses in the process of electron injection. Using time-resolved laser spectroscopic techniques in the kinetic study, ZL003 with the rigid single bond promotes much faster electron injection into the conductive band of TiO2 especially in the locally excited state (hot injection), which leads to higher electron density in TiO2 and a higher V-oc. The devices based on ZL003 exhibited a champion power conversion efficiency (PCE) of 13.6% with V-oc = 956 mV, J(sc) = 20.73 mA cm(-2), and FF = 68.5%, which are among the highest recorded results to date on single dye-sensitized DSSCs. An independent certified PCE of 12.4% has been obtained for devices based on ZL003.",,,,,"Gurzadyan, Gagik/0000-0003-0299-5120",,,,,,,,,,,,2380-8195,,,,,APR,2019,4,4,,,,,943,951,,10.1021/acsenergylett.9b00141,,,,,,,,WOS:000464889300021,,,,,
J,"Hemavathi, B; Jagadish, K; Ahipa, TN; Balakrishna, RG",,,,"Hemavathi, B.; Jagadish, Kusuma; Ahipa, T. N.; Balakrishna, R. Geetha",,,Fabrication of TiO2/poly (3-Cyanopyridine-fluorene) hybrid nanocomposite as electron transport layer for dye sensitized solar cell,JOURNAL OF ELECTROANALYTICAL CHEMISTRY,,,,,,,,,,,,"A new donor-acceptor polymer poly (3-Cyanopyridine-fluorene) (PCP) was designed, and synthesized by using Suzuki coupling reaction. The synthesized polymer, PCP hybridized TiO2 nanocomposites were prepared from the blends of TiO2/PCP by varying the PCP percentage (0.3-0.6 wt%). Presence of polymer (PCP) in small quantity does not affect the morphology of the electron transport layer (ETL) and XRD spectra showed the retention of crystalline characteristics of the ETL after modification. Moreover, the fabricated DSSCs made of these ETL with N719 sensitizer reveals a greater dye adsorption ability caused due to the profound improvement in basicity of TiO2 after modification. Among the various PCP (wt%) doped ETL, DSSC fabricated for 0.5 wt% PCP doped ETL showed an optimized device efficiency up to 6.4% which is about 45% more efficient than unmodified ETL. It is evident that the modification of ETL with PCP not only helps for the better dye adsorption but also assist for the improved electron lifetime which resulted in the enhanced efficiency of the device.",,,,"; T N, Ahipa/N-2268-2018","Balakrishna, Geetha/0000-0002-7247-4921; T N, Ahipa/0000-0002-7550-994X",,,,,,,,,,,,1572-6657,1873-2569,,,,1-Apr,2019,838,,,,,,136,141,,10.1016/j.jelechem.2019.03.003,,,,,,,,WOS:000464299500018,,,,,
J,"Delekar, SD; More, KV; Dhodamani, AG; Maity, K; Acquah, SFA; Dalal, N; Panda, DK",,,,"Delekar, Sagar D.; More, Krantiveer V.; Dhodamani, Ananta G.; Maity, Krishnendu; Acquah, Steve F. A.; Dalal, Naresh; Panda, Dillip K.",,,Noncovalent interactions based self-assembled bichromophoric sensitizer for dye-sensitized solar cells,JOURNAL OF SOLID STATE ELECTROCHEMISTRY,,,,,,,,,,,,"A noncovalent interaction based self-assembled ruthenium (II) phthalocyanine (RuPc) and N-pyridyl-peryleneimide (PyPMI) dyad has been exploited to fabricate n-type dye-sensitized solar cells (DSSCs). This supramolecular dyad design is an alternative method to replace the most challenging synthesis of covalent-linked dyads. Metal-coordinated-based dyad complex improved the light-harvesting properties of the photoanodes as opposed to when individual dye anchored on TiO2 surface alone. DSSCs comprise of RuPcPyPMI dyad convert light-to-electrical energy more efficiently (=2.29%) than those made of single dye under one sun irradiation (100mWcm(-2)) condition. The enhanced photovoltaic performance of the dyad-based devices is due to the broader light absorption of the dyad in the longer wavelengths, enabling better electron injection into the conduction band of TiO2. The combined effect of efficient electron-hole charge separation and the long-lived charge-separated states facilitated the higher short-circuit current density (Jsc) and open-circuit voltage (Voc) of the devices. The enhancement of Voc and Jsc of the devices is confirmed by measuring current-voltage (I-V) curve and incident photon to current conversion efficiency (IPCE) spectrum of each device.",,,,,,,,,,,,,,,,,1432-8488,1433-0768,,,,APR,2019,23,4,,,,,1099,1107,,10.1007/s10008-019-04196-7,,,,,,,,WOS:000463866900005,,,,,
J,"Sundararajan, V; Saidi, NM; Ramesh, S; Ramesh, K; Selvaraj, G; Wilfred, CD",,,,"Sundararajan, V.; Saidi, Norshahirah M.; Ramesh, S.; Ramesh, K.; Selvaraj, G.; Wilfred, C. D.",,,Quasi solid-state dye-sensitized solar cell with P(MMA-co-MAA)-based polymer electrolytes,JOURNAL OF SOLID STATE ELECTROCHEMISTRY,,,,,,,,,,,,"A series of poly (methylacrylate-co-methylacrylic acid) (P(MMA-co-MAA)) gel polymer electrolytes containing iodide/triiodide (I-/I-3(-)) redox mediator from sodium iodide (NaI) dopant salt was synthesized and studied on their conductivity and power conversion efficiency as applied in dye-sensitized solar cells (DSSC). A relationship of complex permittivity with increasing frequency was established as well as dispersion relation with modulus studies. Temperature dependence study forms an Arrhenius plot and the highest ionic conductivity achieved was 1.07mScm(-1) at room temperature with activation energy of 0.224eV for the gel polymer electrolytes (GPE) with 40wt% NaI. Fourier transform infrared (FTIR) and X-ray diffraction (XRD) spectroscopy was utilized to evaluate the formation of complexes between the copolymer and salt. Again at 40wt% NaI, the best performance was observed under photovoltaic investigation using DSSC with energy conversion efficiency of 2.34%. To further understand the electrochemical properties of the GPE, steady-state measurement of triiodide diffusion coefficient was done.",,,,"Kasi, Ramesh/B-4765-2011","Kasi, Ramesh/0000-0001-7843-5723",,,,,,,,,,,,1432-8488,1433-0768,,,,APR,2019,23,4,,,,,1179,1189,,10.1007/s10008-019-04207-7,,,,,,,,WOS:000463866900012,,,,,
J,"Venkatesan, S; Liu, IP; Li, CW; Tseng-Shan, CM; Lee, YL",,,,"Venkatesan, Shanmuganathan; Liu, I-Ping; Li, Chiao-Wei; Tseng-Shan, Chih-Mei; Lee, Yuh-Lang",,,Quasi-Solid-State Dye-Sensitized Solar Cells for Efficient and Stable Power Generation under Room Light Conditions,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,,,,,,,,,,,,"Highly efficient quasi-solid-state dye-sensitized solar cells (QS-DSSCs) are fabricated using nanocomposite gel electrolytes and applied under room light conditions (200 lx). To obtain high energy conversion efficiency in QS-DSSCs, the important components of the DSSC are systematically optimized based on their performance in liquid-state DSSCs. It shows that the liquid cell using the 3-methoxypropionitrile-based cobalt electrolyte has higher efficiency (18.91%) than the cell using the acetonitrile-based electrolyte (17.82%) under 200 lx illumination due to the higher charge recombination resistance at the photoelectrode/electrolyte interface for the 3-methoxypropionitrile system. Poly(vinylidene fluoride-co-hexafluoropropylene) is utilized as the gelator of the liquid electrolytes to prepare polymer gel electrolytes. Furthermore, to improve the performance of the QS-DSSCs, different metal oxide nanoparticles are introduced as nanofillers of the polymer gel electrolytes. It shows that the zinc oxide nanofillers have a superior performance in increasing the cell efficiency and the energy conversion efficiencies of the QS-DSSCs are higher than those of the corresponding liquid cells. By regulating the concentration of the zinc oxide nanofillers, the efficiency of the 3-methoxypropionitrile based QS-DSSC can achieve a value of 20.11% under 200 lx illumination. This QS-DSSC has a long-term stability at 35 degrees C.",,,,,"Liu, I-Ping/0000-0002-7380-4777",,,,,,,,,,,,2168-0485,,,,,1-Apr,2019,7,7,,,,,7403,7411,,10.1021/acssuschemeng.9b00754,,,,,,,,WOS:000463462100104,,,,,
J,"Rajan, AK; Cindrella, L",,,,"Rajan, Aneesiya K.; Cindrella, L.",,,Ameliorating the photovoltaic conversion efficiency of ZnO nanorod based dye-sensitized solar cells by strontium doping,SUPERLATTICES AND MICROSTRUCTURES,,,,,,,,,,,,"Strontium doped ZnO nanorods with various concentrations were grown by a simple and low-cost reflux method. The structure and morphology of the prepared samples were studied by X-ray diffraction and scanning electron microscopy. The results demonstrate the hexagonal wurtzite structure and the presence of strontium atoms in the ZnO lattice. Transmission emission microscopy, diffuse reflectance, and photoluminescence studies were also performed to characterize the prepared samples. The optical measurements revealed the shrinkage in the band gap from 3.24 to 3.18 on 3:97 M Sr:ZnO doping. Dye-sensitized solar cells (DSSCs) were fabricated by using the undoped and Sr2+ doped ZnO based photoanodes. Electrochemical impedance spectroscopic studies revealed the charge transfer properties of the prepared DSSCs. An increased short-circuit current density of 1.93 mAcm(-2) and photovoltaic conversion efficiency of 1.02% were obtained with 3:97 M Sr: ZnO based DSSC, while undoped ZnO based DSSC exhibited a current density of 1.37 mAcm(-2) and efficiency of 0.80%. The morphological changes and the improved light scattering ability of the doped ZnO have resulted in the enhanced photovoltaic performance.",,,,,,,,,,,,,,,,,0749-6036,,,,,APR,2019,128,,,,,,14,22,,10.1016/j.spmi.2019.01.005,,,,,,,,WOS:000463693300003,,,,,
