PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Rezaei, B; Irannejad, N; Ensafi, AA",,,,"Rezaei, Behzad; Irannejad, Neda; Ensafi, Ali A.",,,3D TiO2 self-acting system based on dye-sensitized solar cell and g-C3N4/TiO2-MIP to enhanced photodegradation performance,RENEWABLE ENERGY,,,,,,,,,,,,"To allow high photocatalytic activity under solar light irradiation, TiO2 nanoflowers (NF-TiO2) have been synthesized via a one-step hydrothermal method. The most noticeable aspect of the newly synthesized NF-TiO2 is significant reduction in the bandgap energy which increased the ability to absorb light in the visible region. Using NF-TiO2 on the FTO as a photoanode of the DSSC (at best composition, NF-3.0 TiO2), achieves a total photoelectric conversion efficiency of 4.9%. Improvement in the performance of DSSC can be attributed to the effective absorption of sensitizer molecules in the presence of NF-TiO2, high light harvesting ability, reduction of grain boundaries and the bulk defects in TiO2, followed by the reduction of charge transfer resistance. By using NF-3.0 TiO2 on OR, 97.0% of methyl violet (MV) pollutant decomposes in the presence of sunlight in 280 min. To achieve an efficient system for the degradation of pollutant, bifunctionalized NF-TiO2 film is also used. In the new strategy, one part of the film is used as dye-sensitized zone (which acts as a DSSC(, and the other as a degradation zone. The results show a significant degradation of about 99.0% at 160 min. Ultimately, to improve the degradation zone molecularly imprinted polymers coated with Co-doped g-C3N4/TiO2 nanocomposite were used. (C) 2018 Elsevier Ltd. All rights reserved.",,,,"Ghiasvand, Alireza/D-8380-2017; Ensafi, Ali A./G-1475-2017; REZAEI, BEHZAD/F-9957-2017","Ghiasvand, Alireza/0000-0002-4570-7988; Ensafi, Ali A./0000-0002-1193-4090; REZAEI, BEHZAD/0000-0003-0055-0486",,,,,,,,,,,,0960-1481,,,,,AUG,2018,123,,,,,,281,293,,10.1016/j.renene.2018.02.042,,,,,,,,WOS:000430769100025,,,,,
J,"Moro, A; Boelman, E; Joanny, G; Garcia, JL",,,,"Moro, Alberto; Boelman, Elisa; Joanny, Geraldine; Garcia, Juan Lopez",,,A bibliometric-based technique to identify emerging photovoltaic technologies in a comparative assessment with expert review,RENEWABLE ENERGY,,,,,,,,,,,,"This paper compares the results of technology mapping from bibliometric analysis and results from expert review to identify emerging solar photovoltaic (PV) technologies. The bibliometric analysis is based on ""Tools for Innovation Monitoring"" (TIM), a new software code developed by the Joint Research Centre. With this text-mining software a set of relevant keywords is extracted through frequency analysis from a corpus of pertinent scientific publications. Keywords obtained by quantitative analysis by TIM are tested against results from qualitative cognitive analysis by an international panel of PV technology experts by means of a set of proposed indicators. The technologies identified by the PV experts are well represented amongst the most frequently occurring (highest ranked) keywords retrieved by TIM. The more salient keywords tend to correspond to the relatively more established technologies such as dye sensitised solar cells, organic PV and more recently-developed technologies such as perovskites. These high rated/developed keywords/technologies can be relatively straightforwardly detected through bibliometric analysis. Contrary to that, keywords designating the most emerging technologies like ferroelectric PV, hot carriers and multiple exciton generation solar cells tend to occur much less frequently and therefore provide weaker signals. These weak signals can be important in foresight. (C) 2018 The Authors. Published by Elsevier Ltd.",,,,,"Lopez-Garcia, Juan/0000-0002-8360-6934",,,,,,,,,,,,0960-1481,,,,,AUG,2018,123,,,,,,407,416,,10.1016/j.renene.2018.02.016,,,,,,,,WOS:000430769100035,,,,,
J,"Gopakumar, G; Ashok, A; Vijayaraghavan, SN; Nair, SV; Shanmugam, M",,,,"Gopakumar, Gopika; Ashok, Aditya; Vijayaraghavan, S. N.; Nair, Shantikumar V.; Shanmugam, Mariyappan",,,MoO3 surface passivation on TiO2: An efficient approach to minimize loss in fill factor and maximum power of dye sensitized solar cell,APPLIED SURFACE SCIENCE,,,,,,,,,,,,"The present study demonstrates the possibility for improving the performance of dye sensitized solar cell (DSSC) only by minimizing the loss in fill factor (FF) and maximum power point (P-MAX) which can be achieved by passivating the nanocrystalline titanium dioxide (TiO2) using physical vapor deposited molybdenum trioxide (MoO3) thin films. The effect of MoO3 coated TiO2 on charge carrier transport was examined in resulting DSSCs and observed that similar to 14% enhancement in efficiency is possible for 5 min passivation of MoO3 on TiO2. The physical vapor deposited MoO3 films were similar to 75% transparent in the spectral range of 350-800 nm with an optical bandgap of similar to 3.1 eV. The wide bandgap MoO3 films facilitate the incoming photons to reach the sensitizing dye to generate excitons. The 14% enhancement in the performance of DSSC by MoO3 passivation is observed through improving only the FF and P-MAX while it does not contribute anything significantly to current density and open circuit voltage. Electrochemical impedance spectroscopic studies further confirmed these observations through photoelectron lifetime, which remains constant both in the bulk of pristine TiO2 and MoO3 passivated TiO2 and it further confirms the effect of MoO3 passivation on FF and P-MAX in DSSCs. (C) 2018 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,0169-4332,1873-5584,,,,31-Jul,2018,447,,,,,,554,560,,10.1016/j.apsusc.2018.04.013,,,,,,,,WOS:000432795500067,,,,,
J,"Beedri, NI; Baviskar, PK; Supekar, AT; Inamuddin; Jadkar, SR; Pathan, HM",,,,"Beedri, Niyamat I.; Baviskar, Prashant K.; Supekar, Abhijit T.; Inamuddin; Jadkar, Sandesh R.; Pathan, Habib M.",,,Bilayered ZnO/Nb2O5 photoanode for dye sensitized solar cell,INTERNATIONAL JOURNAL OF MODERN PHYSICS B,,,,,8th International Conference on the Advanced Materials Development and Performance (AMDP),"JUL 11-14, 2017","S P Pune Univ, Pune, INDIA","Tokushima Univ, Korea Maritime & Ocean Univ, Natl Taiwan Univ Sci & Technol, Dalian Maritime Univ",S P Pune Univ,,,"Nb2O5 layer were deposited on ZnO by using doctor blade method. The preparation of a bilayered ZnO/Nb2O5 photoanode was introduce for dye-sensitized solar cell (DSSC) application. Deposition of Nb2O5 layer on ZnO film improves power conversion efficiency of DSSCs. The ZnO/Nb(2)O(5)photoanode-based DSSCs show increase in photocurrent, open circuit voltage and conversion efficiency. The ZnO/Nb2O5 solar cell provides 50 mV increase of open circuit voltage, similar to 16% increment in current density and similar to 10% increment in efficiency as compare to ZnO-based DSSCs. We further analyzed the electron recombination properties of ZnO and ZnO/Nb2O5 by utilizing electrochemical impedance spectroscopy (EIS). The EIS analysis (Bode Plot) for ZnO/Nb2O5 photoanode show shifting of the peak related to electron recombination towards low frequency as compared to ZnO photoanode. Thus, there is an increase in lifetime of electrons in the ZnO/Nb2O5 photoanode, confirming that the recombination reactions are reduced in ZnO/Nb2O5 photoanode as compared to the ZnO.",,,,"Ankudey, Selorm/R-9432-2019","Beedri, Niyamat/0000-0002-0695-6877",,,,,,,,,,,,0217-9792,1793-6578,,,,30-Jul,2018,32,19,,,SI,,,,1840046,10.1142/S0217979218400465,,,,,,,,WOS:000439308600011,,,,,
J,"Furube, A; Arai, T; Okazaki, M; Yanagiya, S; Chen, LY; Chen, YJ",,,,"Furube, Akihiro; Arai, Takahiro; Okazaki, Masahiro; Yanagiya, Shinichiro; Chen, Liang-Yih; Chen, Yen-Jhih",,,Photoinduced electron transfer dynamics in dye-sensitized ZnO nanowire photoanodes,INTERNATIONAL JOURNAL OF MODERN PHYSICS B,,,,,8th International Conference on the Advanced Materials Development and Performance (AMDP),"JUL 11-14, 2017","S P Pune Univ, Pune, INDIA","Tokushima Univ, Korea Maritime & Ocean Univ, Natl Taiwan Univ Sci & Technol, Dalian Maritime Univ",S P Pune Univ,,,"A photoanode using dye-sensitized ZnO nanowire (NW) is a good candidate for low-cost, colorful, light-weight and flexible solar cell material. We have synthesized a ZnO NW anode and a ZnO nanowire-nanoparticle (NWNP) anode, in which ZnO nanoparticles (NPs) are decollated on the surface of NWs. Photo-induced electron transfer dynamics from the excited state of sensitizer dye (D149) to the conduction band of ZnO NW and ZnO NWNP was clarified using femtosecond transient absorption spectroscopy. The decay of the single excited state (S-1) of D149 was faster in ZnO NW than that of ZnO NWNP, indicating that NW is more suitable as an efficient electron acceptor.",,,,,,,,,,,,,,,,,0217-9792,1793-6578,,,,30-Jul,2018,32,19,,,SI,,,,1840049,10.1142/S0217979218400490,,,,,,,,WOS:000439308600014,,,,,
J,"Desta, MB; Vinh, NS; Kumar, CP; Chaurasia, S; Wu, WT; Lin, JT; Wei, TC; Diau, EWG",,,,"Desta, Mulu Berhe; Vinh, Nguyen Son; Kumar, Ch. Pavan; Chaurasia, Sumit; Wu, Wei-Ti; Lin, Jiann T.; Wei, Tzu-Chien; Diau, Eric Wei-Guang",,,Pyrazine-incorporating panchromatic sensitizers for dye sensitized solar cells under one sun and dimlight,JOURNAL OF MATERIALS CHEMISTRY A,,,,,,,,,,,,"New D-A--A type (D = electron donor, A = auxiliary acceptor, = -conjugated bridge, and A = electron acceptor/anchor) sensitizers with two bis(alkoxy)phenyl substituents incorporating thieno[3,4-b]pyrazines (TP) or a benzo[3,4-b]pyrazine (BP) entity as the auxiliary acceptor have been synthesized for application in dye-sensitized solar cells (DSSCs). Under 1 sun illumination, the DSSCs fabricated from the two BP dyes with a co-adsorbent have efficiencies of 8.39% and 9.03%, respectively. The latter surpasses that of the standard N719 dye (8.87%). Under dim light conditions MD7 exhibited a power conversion efficiency of 18.95% and 27.17% under 300 lux and 6000 lux irradiance, respectively.",,,,"Lin, Jiann-T'suen/E-7025-2015","Desta, Mulu Berhe/0000-0001-7766-0494",,,,,,,,,,,,2050-7488,2050-7496,,,,28-Jul,2018,6,28,,,,,13778,13789,,10.1039/c8ta04774j,,,,,,,,WOS:000439283200029,,,,,
J,"Ibrahim, I; Lim, HN; Zawawi, RM; Tajudin, AA; Ng, YH; Guo, H; Huang, NM",,,,"Ibrahim, Izwaharyanie; Lim, Hong Ngee; Zawawi, Ruzniza Mohd; Tajudin, Asilah Ahmad; Ng, Yun Hau; Guo, Hang; Nay Ming Huang",,,A review on visible-light induced photoelectrochemical sensors based on CdS nanoparticles,JOURNAL OF MATERIALS CHEMISTRY B,,,,,,,,,,,,"Discovering the distinctive photophysical properties of semiconductor nanoparticles (NPs) has made these a popular subject in recent advances in nanotechnology-related analytical methods. Semiconductor NPs are well-known materials that have been widely used in photovoltaic devices such as optical sensors and bioimaging, and dye-sensitized solar cells (DSSCs), as well as for light-emitting diodes (LEDs). The use of a narrow-bandgap semiconductor such as CdS NPs in the photoelectrochemical (PEC) detection of chemicals and biological molecules plays a key role as a photosensitizer and promotes some specific advantages in light-harvesting media. Their size-controlled optical and electrical properties make NPs fascinating and promising materials for a variety of nanoscale photovoltaic devices. Moreover, charge injection from the narrow bandgap to the adjacent material leads to efficient charge separation and prolongs the electron lifetime by the elimination of the charge carrier recombination probability. In this regard, a single photon enables the production of multiple photogenerated charge carriers in CdS NPs, which subsequently boosts the effectiveness of the photovoltaic devices. In particular, the present review article highlights the recent emerging PEC detection methods based on CdS NPs, specifically related to the direct and indirect interactions of NPs with target analytes. The current opportunities and challenges in achieving real-world applications of CdS-based PEC sensing are also presented.",,,,"Huang, NM/C-2423-2009; Ng, Yun Hau/B-4716-2009; Lim, HN/C-4927-2011","Ng, Yun Hau/0000-0001-9142-2126; Lim, HN/0000-0003-2436-8953",,,,,,,,,,,,2050-750X,2050-7518,,,,28-Jul,2018,6,28,,,,,4551,4568,,10.1039/c8tb00924d,,,,,,,,WOS:000439283600001,,,,,
J,"Banik, A; Ansari, MS; Alam, S; Qureshi, M",,,,"Banik, Avishek; Ansari, Mohammad Shaad; Alam, Suhaib; Qureshi, Mohammad",,,Thermodynamic Barrier and Light Scattering Effects of Nanocube Assembled SrTiO3 in Enhancing the Photovoltaic Properties of Zinc Oxide Based Dye Sensitized Solar Cells,JOURNAL OF PHYSICAL CHEMISTRY C,,,,,,,,,,,,"The light harvesting effects along with the energy barrier properties in dye sensitized solar cells (DSSCs) have been studied by utilizing an easily synthesizable and cost-effective nanocube assembled micron-sized SrTiO3 (STO NCMS) in a binary hybrid photoanode with ZnO nanoparticles. An optimized photoanode loaded with 3% STO NCMS yielded a similar to 2-fold increment in power conversion efficiency compared to pristine ZnO NP based device. Improved performance of photoanode with hybrid composite scaffold can be accredited to the boosted optical response in conjunction with impeded reverse tunneling probability of STO NCMS containing photoanode. Micron-sized STO NCMS provides a better light absorption in the photoanodes owing to optical confinement of incident light by multiple reflections generated from mirror-like facets of SrTiO3 nanocubes as well as enhanced light scattering effects from individual entity. IPCE analysis revealed a better absorption of low energy photons that in turn resulted in enhanced solar to electricity generation for an optimized ratio of STO NCMS. An effective photoinduced charge separation has been achieved with a uniquely aligned band structure, resulting in enhanced power conversion efficiency. Electrochemical impedance analysis unveiled that incorporation of STO NCMS can effectively prolong the lifetime of photo-injected electrons (tau(e)) as well as a higher value of recombination resistance (R-rec) at the semiconductor/dye/electrolyte heterointerface indicating an impeded reverse tunneling probability of photoinjected electrons.",,,,"Ankudey, Selorm/R-9432-2019","QURESHI, MOHAMMAD/0000-0003-0970-6870; BANIK, AVISHEK/0000-0001-7269-1929",,,,,,,,,,,,1932-7447,,,,,26-Jul,2018,122,29,,,,,16550,16560,,10.1021/acs.jpcc.8b03623,,,,,,,,WOS:000440520500011,,,,,
J,"Tamiaki, H; Hagio, N; Tsuzuki, S; Cui, YX; Zouta, T; Wang, XF; Kinoshita, Y",,,,"Tamiaki, Hitoshi; Hagio, Norihisa; Tsuzuki, Shinsaku; Cui, Yuxiao; Zouta, Taisuke; Wang, Xiao-Feng; Kinoshita, Yusuke",,,Synthesis of carboxylated chlorophyll derivatives and their activities in dye-sensitized solar cells,TETRAHEDRON,,,,,,,,,,,,"Chlorophyll-a derivatives possessing a carboxy group in the substituent at the 3-position were prepared by chemical modification of methyl pyropheophorbide-d bearing the 3-formyl group via a Wittig, Barbier-type, or Knoevenagel reaction. The synthetic carboxylated chlorophyll pigments were employed as dye sensitizers for solar cells and their performances were compared in a conventional device based on a mesoporous titanium dioxide electrode and a liquid electrolyte. The solar power conversion efficiency was suppressed with an increase in the length of the oligomethylene moiety between the chlorin pi-system and the carboxy group, while a corresponding pi-linked ethenylene spacer enhanced the efficiency. (C) 2018 Elsevier Ltd. All rights reserved.",,,,,,,,,,,,,,,,,0040-4020,,,,,26-Jul,2018,74,30,,,,,4078,4085,,10.1016/j.tet.2018.06.017,,,,,,,,WOS:000439402100007,,,,,
J,"Oh, HJ; Dao, VD; Ryu, KH; Lee, JH; Choi, HS",,,,"Oh, Hyo-Jun; Van-Duong Dao; Ryu, Kyung-Hwan; Lee, Jae-Hak; Choi, Ho-Suk",,,FeSn alloy/graphene as an electrocatalyst for the counter electrode of highly efficient liquid-junction photovoltaic devices,JOURNAL OF ALLOYS AND COMPOUNDS,,,,,,,,,,,,"This study presents the synthesis of FexSn1-x alloys (0 <= x <= 1)/reduced graphene oxide (RGO) using a dry plasma reduction method. The formation of bimetallic FeSn nanoparticles on the surface of RGO was confirmed through TEM and XRD measurements. In the results, FeSn ranging from 1 to 5 nm in size is shown to be successfully immobilized on the RGO surface. The developed materials are then applied as Pt-free counter electrodes (CEs) in liquid-junction photovoltaic devices. To get efficient CEs, we have carefully controlled the chemical composition of the FexSn1-x/RGO through changing the volume ratio of the Fe and Sn precursors during synthesis. The catalytic activity of the electrodes follows the sequence of Fe0.1Sn0.9/RGO > Fe0Sn1/RGO > Fe0.3Sn0.7/RGO > Fe0.5Sn0.5/RGO > Fe0.7Sn0.3/RGO > Fe0.9Sn0.1/ RGO > Fe1Sn0/RGO, with the Z(w) values of the developed electrodes lower than those of Sn/RGO and Fe/ RGO electrodes. Accordingly, the highest efficiency was 5.0% for the device using Fe0.1Sn0.9/RGO CE, which is also higher than those of devices using Sn/RGO (4.6%) and Fe/RGO (3.8%). The proposed strategy is simple and efficient and is, therefore, promising for the fabrication of cost-effective CE materials for next-generation solar cells and lithium-ion batteries. (c) 2018 Elsevier B.V. All rights reserved.",,,,"Dao, Van-Duong/C-7928-2014","Dao, Van-Duong/0000-0001-8729-7377; Choi, Ho-Suk/0000-0001-8156-2934",,,,,,,,,,,,0925-8388,1873-4669,,,,25-Jul,2018,754,,,,,,139,146,,10.1016/j.jallcom.2018.04.227,,,,,,,,WOS:000432675600018,,,,,
