PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Loryuenyong, V; Kaewmeesri, P; Siritanon, R; Nilwadee, S; Buasri, A",,,,"Loryuenyong, Vorrada; Kaewmeesri, Patnarin; Siritanon, Ruethaichanok; Nilwadee, Suparat; Buasri, Achanai",,,The Enhancement of Photoanode Efficiency in Dye-Sensitized Solar Cells with TiO2/Graphene Nanocomposite,JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY,,,,,,,,,,,,"This study investigated the effect of the graphene content (0 wt.%, 0.1 wt.%, 0.3 wt.%, 0.5 wt.%, and 0.7 wt.%) on the performance of dye-sensitized solar cells (DSSCs) containing TiO2/graphene photoanodes. These photoanodes were characterized via X-ray diffraction (XRD), Fourier transform infrared (FTIR) spectroscopy, ultraviolet (UV)-visible (Vis) spectroscopy, cyclic voltammetry (CV), photoluminescence (PL), and photoelectric conversion efficiency tests. The optimal conditions were obtained by adding 0.3 wt.% graphene to the TiO2 photoanode. The conversion efficiency of this photoanode was 3.6 times higher than that of a pure TiO2 photoanode under simulated 100 mW/cm(2) AM 1.5 light. This was attributed to its improved electron transfer ability, light absorption properties, and efficient dye adsorption capacity.",,,,,,,,,,,,,,,,,1533-4880,1533-4899,,,,DEC,2019,19,12,,,,,7702,7706,,10.1166/jnn.2019.16843,,,,,,,,WOS:000473105800025,31196278,,,,
J,"Wei, LG; Chen, W; Jia, CY; Wang, D; Li, M; Dong, YL; Song, WN; Liu, LL; Yang, YL",,,,"Wei, Liguo; Chen, Wei; Jia, Chenyang; Wang, Dong; Li, Ming; Dong, Yongli; Song, Weina; Liu, Lilai; Yang, Yulin",,,Facile Synthesis of CoNi Bimetallic Nanoparticle Decorated Reduced Graphene Oxide as Efficient and Low-Cost Counter Electrode for Dye-Sensitized Solar Cells,JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY,,,,,,,,,,,,"In this paper, CoNi bimetallic nanoparticle decorated reduced graphene oxide (CoNi-RGO) was synthesized by a facile hydrothermal method. When applied this CoNi-RGO into counter electrode for dye-sensitized solar cells (DSSCs), it shows smaller charge-transfer resistance and better electrocatalytic activity than that of pure reduced graphene oxide (RGO). At the optimized conditions, the energy conversion efficiency of DSSCs based on CoNi-RGO counter electrode was 3.79%, indicating a higher photovoltaic performance of DSSCs based on CoNi-RGO counter electrode than that of DSSCs based on RGO counter electrode (1.37%), and comparable to the value of DSSCs based on Pt counter electrode as a reference (4.95%). Additionally, the photovoltaic performance of DSSCs based on CoNi-RGO counter electrode strongly depends on its composition. The molar ratio of Co/Ni and the weight ratio of CoNi/GO that used to prepare CoNi-RGO counter electrode are key factors to affect the performance of their cell devices. When both the molar ratio of Co/Ni and the weight ratio of CoNi/GO are 1: 1, the CoNi-RGO counter electrode shows the best performance, indicating the potential of such bimetallic nanoparticle decorated RGO as low-cost and efficient counter electrode to replace noble metal Pt counter electrode for the practical application of DSSCs devices.",,,,,,,,,,,,,,,,,1533-4880,1533-4899,,,,DEC,2019,19,12,,,,,7790,7798,,10.1166/jnn.2019.16862,,,,,,,,WOS:000473105800038,31196291,,,,
J,"Mohankumar, V; Pounraj, P; Pandian, MS; Ramasamy, P",,,,"Mohankumar, V.; Pounraj, P.; Pandian, M. Senthil; Ramasamy, P.",,,Tuning the lifetime from molecular engineering of carbazole donor based metal-free organic dyes for dye sensitized solar cells - A computational approach,JOURNAL OF MOLECULAR STRUCTURE,,,,,,,,,,,,"The metal free organic sensitizers for dye sensitized solar cells (DSSC) have been developed from carbazole donor based on D-pi-A architecture. From the structural modifications, the optical and electronic properties of the dyes were tuned. In the present investigation series of carbazole donor based metal free dyes were studied using density functional theory (DFT) and time-dependent density functional theory (TDDFT). The optimized geometry, frontier molecular orbitals, energy levels and electronic absorption spectra were studied. The natural bond orbital analysis (NBO) gives the net electron transfer from the donor to acceptor. The electrochemical properties and light harvesting efficiency of the designed dye sensitizers were calculated. The pi spacer increase induced the absorption peak and red shift was noted. The life time was increased by adding phenyl ring in the donor side. Based on theoretical calculations designed dye molecules are evaluated for DSSC application. (C) 2019 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,0022-2860,1872-8014,,,,5-Nov,2019,1195,,,,,,494,505,,10.1016/j.molstruc.2019.05.116,,,,,,,,WOS:000475344800052,,,,,
J,"Al-horaibi, SA; Asiri, AM; El-Shishtawy, RM; Gaikwad, ST; Rajbhoj, AS",,,,"Al-horaibi, Sultan A.; Asiri, Abdullah M.; El-Shishtawy, Reda M.; Gaikwad, Suresh T.; Rajbhoj, Anjali S.",,,"Indoline and benzothiazole-based squaraine dye-sensitized solar cells containing bis-pendent sulfonate groups: Synthesis, characterization and solar cell performance",JOURNAL OF MOLECULAR STRUCTURE,,,,,,,,,,,,"Two new symmetric squaraine sensitizers (SQTHZ and SQIND) carrying benzothiazole and indoline moieties as strong electron donating groups to inject the electron into the TiO2 nanoparticles were tested as DSSC. The theoretical calculations and absorption results show that the electron density of LUMO of SQTHZ is delocalized in the whole chromophore, leading to strong electronic coupling between SQTHZ sensitizer and the conduction band of TiO2. Furthermore, the presence of long alkyl chain with pendent bis-SO3 groups would inhibit recombination and decrease the dye aggregation. Interestingly, SQTHZ displayed UV-Vis and NIR absorption at a longer wavelength compared to SQIND. This structure feature, as well as optical properties, would lead to improved efficiency of dye-sensitized solar cell with overall better photovoltaic performance (eta of 3.31%, Jsc of 7.65 mA/cm(2), Voc of 0.59,ff of 0.71 and IPCE of 47% at 674 nm) compared to SQIND. (C) 2019 Published by Elsevier B.V.",,,,"Asiri, Abdullah M./C-3458-2009","Asiri, Abdullah M./0000-0001-7905-3209; Al-horaibi, Sultan/0000-0002-0044-2031",,,,,,,,,,,,0022-2860,1872-8014,,,,5-Nov,2019,1195,,,,,,591,597,,10.1016/j.molstruc.2019.05.068,,,,,,,,WOS:000475344800062,,,,,
J,"Al-horaibi, SA; Asiri, AM; El-Shishtawy, RM; Gaikwad, ST; Rajbhoj, AS",,,,"Al-horaibi, Sultan A.; Asiri, Abdullah M.; El-Shishtawy, Reda M.; Gaikwad, Suresh T.; Rajbhoj, Anjali S.",,,Synthesis and characterization of new squaraine dyes with bis-pendent carboxylic groups for dye-sensitized solar cells,JOURNAL OF MOLECULAR STRUCTURE,,,,,,,,,,,,"In the present study, we introduce a new plan to boost the charge transfer between squaraine sensitizers and the conduction band of TiO2 by increasing the anchoring number. Two new symmetric squaraine sensitizers (SQIND-1 and SQIND-2) derived from indoline and having pendant bis-COOH as anchor groups to inject the electron into the TiO2 nanoparticles were tested as DSSC. The theoretical calculations and absorbance results showed that the electron density of LUMO of SQIND-1 is delocalized in the whole carboxylic group resulting in strong electronic interaction between SQIND-1 sensitizer and the conducting band of TiO2. Also, the relatively longer alkyl chain present in SQIND-1 would lower the aggregation of the dye on the TiO2 surface compared to SQIND-2. Hence, the SQIND-1 sensitized exhibit better photovoltaic performance. Dye-sensitized solar cell base fabricated in SQIND-1 was on TiO2 with the long wavelength and NIR region up to 750 nm of the spectrum and showed higher noteworthy performance properties, such as energy conversion efficiency (eta) of 6.2% (AM 1.5 G), a short-circuit photocurrent density of 6.64 mA/cm(2), an open-circuit photovoltage of 0.53, a fill factor of 0.72 and an incident photon-to-current conversion efficiency of 45% at 668 nm. (C) 2019 Published by Elsevier B.V.",,,,"Asiri, Abdullah M./C-3458-2009; El-Shishtawy, Reda/H-6914-2012","Asiri, Abdullah M./0000-0001-7905-3209; El-Shishtawy, Reda/0000-0002-7744-529X; Al-horaibi, Sultan/0000-0002-0044-2031",,,,,,,,,,,,0022-2860,1872-8014,,,,5-Nov,2019,1195,,,,,,850,858,,10.1016/j.molstruc.2019.06.056,,,,,,,,WOS:000475344800088,,,,,
J,"Higashino, Y; Erten-Ela, S; Kubo, Y",,,,"Higashino, Yuta; Erten-Ela, Sule; Kubo, Yuji",,,pi-Expanded dibenzo-BODIPY with near-infrared light absorption: Investigation of photosensitizing properties of NiO-based p-type dye-sensitized solar cells,DYES AND PIGMENTS,,,,,,,,,,,,"Much attention has been devoted to the synthesis of dyes that absorb near-infrared (NIR) radiation because of numerous demands for them as functional materials. Given that NIR sensitizers applicable to p-type dye-sensitized solar cell (DSSC) devices are extremely rare, p-extended dibenzo-BODIPY sensitizer 1 containing triphenylamine and nitrothiophene units was synthesized; the absorption spectrum of 1 showed an intense absorption band at 730 nm with a molar extinction coefficient of 7.14 x 10 (4) M-1 cm(-1). A p-type DSSC device with a 1-loaded NiO electrode was fabricated and its cell performance was investigated. It showed an open circuit voltage (V-OC), a short circuit current density (J(SC)), and a fill factor (FF) of 79 mV, 0.61 mA cm(-2), and 0.25, respectively. Consequently, the power conversion efficiency was 0.012%. Its performance was low, mainly owing to very fast recombination between the NiO and reduced dye at the surface of the electrode. However, EQE measurement showed that the 1-loaded p-type DSSC devices convert photons into current at wavelengths up to 850 nm, so further investigation to improve the cell performance is deserved.",,,,,,,,,,,,,,,,,0143-7208,1873-3743,,,,NOV,2019,170,,,,,,,,UNSP 107613,10.1016/j.dyepig.2019.107613,,,,,,,,WOS:000478711200056,,,,,
J,"Khopkar, S; Shankarling, G",,,,"Khopkar, Sushil; Shankarling, Ganapati",,,"Synthesis, photophysical properties and applications of NIR absorbing unsymmetrical squaraines: A review",DYES AND PIGMENTS,,,,,,,,,,,,"Unsymmetrical squarylium dyes (unsymmetrical squaraines) represent one of the most promising class of squaraine chemistry, due to their outstanding photophysical properties, including absorption in NIR region, good intramolecular charge transfer, high molar absorption coefficients and tunable electrochemical properties. These properties making them extremely useful for photovoltaic as well as biomedical applications. Moreover, the synthesis of unsymmetrical squarylium dyes is excellent for modifying their absorption and emission wavelength by changing suitable aromatic or heterocyclic moiety. There is no collective review for unsymmetrical squaraines in the literature therefore we are presenting this review detailing their synthetic methodologies reported for different classes of unsymmetrical squaraines and their applications comprising dye sensitized solar cells (DSSCs), small molecule organic solar cells (OSCs), photodynamic therapy (PDT), chemosensors and fluorescence probes.",,,,,,,,,,,,,,,,,0143-7208,1873-3743,,,,NOV,2019,170,,,,,,,,UNSP 107645,10.1016/j.dyepig.2019.107645,,,,,,,,WOS:000478711200114,,,,,
J,"Park, JM; Jung, CY; Wang, Y; Choi, HD; Park, SJ; Ou, P; Jang, WD; Jaung, JY",,,,"Park, Jong Min; Jung, Chang Young; Wang, Yue; Choi, Hyun Dong; Park, Seong Je; Ou, Pinyin; Jang, Woo-Dong; Jaung, Jae Yun",,,Effect of additional phenothiazine donor and thiophene pi-bridge on photovoltaic performance of quinoxaline cored photosensitizers,DYES AND PIGMENTS,,,,,,,,,,,,"A series of quinoxaline-based sensitizers were designed through the elongation of pi-conjugation length based on the sense of directional electron transport from donor to acceptor. To facilitate an efficient intramolecular charge transfer, we introduced additional donor moieties and thiophene rant as light-absorbing chromophore and abridge. The photophysical and electrochemical properties of the synthesized dyes were investigated, and photovoltaic performances of the solar cells based on the sensitizers were also explored. Under AM 1.5 G simulated solar illumination, the dye with a pair of dimeric phenothiazine donors gave the best overall power conversion efficiency of 5.41% owing to its intense and broad visible light absorption. The insertion of a thiophene bridge between the phenothiazine and the quinoxaline ring improved the photovoltaic efficiency by impeding charge recombination and increasing electron lifetime. Optimization of the photovoltaic perforrnance condition gave an overall efficiency of 6.48% for NQX8. The results led us to conclude that proper pi-conjugation length, location of pi-spacer, and molecular conforrnation should be considered when designing novel sensitizer structures for dye sensitized solar cells (DSSCs).",,,,,,,,,,,,,,,,,0143-7208,1873-3743,,,,NOV,2019,170,,,,,,,,UNSP 107568,10.1016/j.dyepig.2019.107568,,,,,,,,WOS:000478711200021,,,,,
J,"Pinto, AL; Cruz, L; Gomes, V; Cruz, H; Calogero, G; de Freitas, V; Pina, F; Parola, AJ; Lima, JC",,,,"Pinto, Ana Lucia; Cruz, Luis; Gomes, Vania; Cruz, Hugo; Calogero, Giuseppe; de Freitas, Victor; Pina, Fernando; Jorge Parola, A.; Lima, J. Carlos",,,Catechol versus carboxyl linkage impact on DSSC performance of synthetic pyranoflavylium salts,DYES AND PIGMENTS,,,,,,,,,,,,"Anthocyanins are the main polyphenolic dyes found in young red wines, which are transformed into more stable structures such as pyranoanthocyanins, during wine ageing and maturation. While anthocyanins practically lose their red color between pH 1 and 5, as a result of the formation of colorless hemiketals, pyranoanthocyanins practically do not change their color intensity. For that they constitute a photosensitizer family with great potential for bio-inspired dye-sensitized solar cells (DSSCs). In this work, a series of pyranoanthocyanin derivatives were designed, synthesized and applied for the first time as dye sensitizers in DSSCs. A relation was established between dye structure and cell efficiency. Specifically, the influence of different linker units, carboxyl and catechol, was studied in terms of their influence in the various parameters related to DSSC efficiency. The presence of the catechol unit was shown to be essential for efficient electron injection of the dye into the TiO2 semiconductor, since carboxylic units showed a deleterious effect in electron injection due to their electron withdrawing character. An overall efficiency of 1.15% was obtained for the best performing compound, 10-catecholpyrano-3',4,5,7-tetrahydroxyflavylium, with no further optimization.",,,,"Lima, J. C./F-3658-2010; Parola, A. Jorge/F-4048-2010","Lima, J. C./0000-0003-0528-1967; Parola, A. Jorge/0000-0002-1333-9076",,,,,,,,,,,,0143-7208,1873-3743,,,,NOV,2019,170,,,,,,,,UNSP 107577,10.1016/j.dyepig.2019.107577,,,,,,,,WOS:000478711200031,,,,,
J,"Zalas, M; Gierczyk, B; Bossi, A; Mussini, PR; Klein, M; Pankiewicz, R; Makowska-Janusik, M; Popenda, L; Stampor, W",,,,"Zalas, Maciej; Gierczyk, Blazej; Bossi, Alberto; Mussini, Patrizia Romana; Klein, Maciej; Pankiewicz, Radoslaw; Makowska-Janusik, Malgorzata; Popenda, Lukasz; Stampor, Waldemar",,,"The influence of anchoring group position in ruthenium dye molecule on performance of dye-sensitized solar cells (vol 150, pg 335, 2018)",DYES AND PIGMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0143-7208,1873-3743,,,,NOV,2019,170,,,,,,,,UNSP 107571,10.1016/j.dyepig.2019.107571,,,,,,,,WOS:000478711200104,,,,,
